Review,Label
ที่พักสวยสบาย บริการดี ชอบมากค่ะ ระบบทันสมัยทั้งWiFi ระบบคีย์การ์ด,Positive
ห้องพักใหม่ สะอาด สะดวกมากๆ ข้างหน้าโรงแรมมี7-11 มีรถไฟใต้ดิน ตรงข้ามยูเนียนมอ เซ็นทรัลลาดพร้าวว มีสระว่ายน้ำ ฟิตเนส ดีมาก ห้องเล็กไปนิดนึง ทำความสะอาดช้าไปนิดนึง โดยรวมโอเครมากคุ้มสุด ถ้ามา กรุงเทพฯ คงมาที่นี้ตลอด,Positive
โรงแรมใหม่ สะอาด อาหารอร่อย เดินทางสะดวก ติด MRT,Positive
ดีค่ะ แต่ทางโรงแรมมีห้องพักประเภทเตียงเดี่ยวใหญ่น้อยมากๆ ใช้วิธีใครเช็คอินก่อนได้ก่อน ซึ่งไม่ค่อยโอเคเลย น่าจะให้ระบุประเภทการจองตั้งแต่แรกเริ่ม booking กับแอป ไม่ใช่ให้มาลุ้นหน้างานว่าจะได้ห้องแบบไหน,Neutral
พนักงานบริการดีมากค่ะ ห้องสะอาด,Positive
สะดวกสบาย สะอาด น่าอยู่มาก,Positive
ห้องสะอาด เงียบ สะดวกในการเดินทาง ติดถนนใหญ่ ขอติเรื่องไม่มีที่แขวงผ้าเช็ดตัวในห้องอาบน้ำคะ ไม่รู้จะวางตรงไหน,Neutral
พนักงาน บริการดี ทำเลเหมาะกับการไป รพ รามา สะดวกมากๆ,Positive
ชอบห้องน้ำ เเยกเปนสัดส่วน นอนหลับสบาย,Positive
โรงเเรมสะอาด พนักงานเอาใจใส่ ยิ้มเเย้ม น่ารักทุกคนค่ะ,Positive
เช็คอินไว พนักงานโอเคร น่ารัก,Positive
ห้องอาบน้ำไม่มีที่แขวนผ้า ช่วงสถานการณ์ covid19 ทำให้สระว่ายน้ำและสปาถูกปิด,Negative
โรงแรมใหม่และอุปกรณ์ทันสมัย ห้องพักใหม่และสะอาดมาก,Positive
ห้องพักสะอาด พนักงานบริการดีมาก จะไปพักอีกแน่นอน ภาพตรงปกนะคะ แต่ช่วงนี้โควิด สระว่ายน้ำยังไม่เปิดให้บริการนะคะ,Positive
ดีมากค่ะ ห้องพักสะอาด ปลอดภัย ที่สำคัญมีลานจอดรถด้วย พนักงานรักษาความปลอดภัย ก็บริการดีค่ะ,Positive
ดีมากค่ะ สะอาด ปลอดภัย ประทับใจมากค่ะ,Positive
ห้องพักสะอาดดี ดูเป็นสัดส่วน สิ่งอำนวยความสะดวกครบครัน เหมาะสม คุ้มค่ากับราคาที่จิง ไม่ผิดหวังที่พักโรงแรมนี้,Positive
ราคาไม่แพง ห้องพักดีมากๆ มีอุปกรณ์ในห้องครบครัน มีโอกาสจะทาพักอีกแน่นอนครับ,Positive
ไม่สมกับราคา การบริการห้องอาหารไม่ดี,Negative
ไฟฟ้าในห้องสว่างไม่เพียงพอ อ่านหนังสือไม่ได้ อยากให้เพิ่มไฟสว่างสีขาวสัก1ดวงตรงกลางห้อง สะอาดดี ภายนอกเงียบสงบดี แต่ห้องข้างๆตึงตังเสียงดัง ไม่เก็บเสียง สระไม่ใหญ่แต่คนน้อย private ไกลสถานที่ท่องเที่ยว แต่ใกล้รพ.สงฆ์ เดินแปปเดียว รอบข้างมีร้านขายของกิน อร่อยบ้างไม่อร่อยบ้าง ร้านคนเยอะไม่ใช่จะอร่อยเสมอไป ซ้ายขวามีเซเว่นติดๆ,Negative
ห้องพักสะอาด การเดินทางสะดวก การบริการของพนักงานดี,Positive
บรรยากาศโรงแรมดูดี เจ้าของโรงแรมตั้งใจทำ น้ำไหลแรง อาหารเช้างั้นๆ พนักงานของ รร ดูกากๆ รร ไม่ลงทุนบุคลากร รร ดูเหมือนเด็กเสริฟไปหน่อย ห้องอาหารเช้า ลงมา 9.30 น แล้วอาหารเช้าไม่ค่อยมีอะไรทาน พนักงาน 2-3 คน เดินมาปิ้งขนมปังกินกัน ห้องนอนผ้าปูเตียงเค้าปูแบบนี้กันหรอ ? ปูไม่เต็มเตียง,Negative
สายฉีดในห้องน้ำชำรุด โดยรวมค่อนข้างดี,Neutral
อาหารอร่อย สะดวกสบาย มีฟิตเนสขนาดเล็กและสระว่ายน้ำ มี7-11 ใกล้ๆ,Positive
ดีครับ ลืมโทรศัพท์ไว้ ทางโรงแรมยังเก็บไว้ให้ ชื่นชมครับ,Positive
มีช่วงที่ keycard ใช้งานไม่ได้ ลงไปแจ้งเจ้าหน้าที่ หน้า counter แต่ไม่ได้รับคำขอโทษอะไรเลย เพียงเพราะ เจ้าหน้าที่ โรงแรมเข้าใจว่าห้องที่อยู่ check out แล้วแต่อันที่ยังอยู่ต่ออีก 1วัน เจ้าหน้าที่ทำเหมือนกับว่าไม่มีอะไรเกิดขึ้น จึงจะแจ้งให้ทราบ มา ณ ที่นี้ด้วยครับ,Negative
ห้องสวย สะอาดดี ห้องน้ำแยกส่วนดี ชัดเจน แต่แสงไฟในห้องคิดว่าน้อยไป ทำให้ห้องมันสลัวๆไปมาก ไลน์อาหารเช้ามีให้เลืิอกน้อย รสชาติทั่วไปค่ะ แต่ก็เหมาะสมกับราคา พนักงานบริการดีพอสมควรค่ะ เดินทางมาดึกเลยไม่ได้ใช้facillities อะไรเลย,Neutral
ห้องพักสะอาด เดินทางสะดวก คุ้มเกินราคา,Positive
"ติดถนนใหญ่,สะดวกสบายในการเดินทาง โรงแรมใหม่และพนักงานพูดจาสุภาพ,ห้องพักสะอาด",Positive
ห้องพักสะอาด กว้างสบาย อุปกรณ์ครบ ไม่มีกลิ่นอับ บริการของพนักงานดีเยี่ยม อาหารเช้าโอเคมาก มีที่จอดรถเยอะพอสมควร เงียบสงบ,Positive
ชอบมาก นอนหลับสบาย ที่นอนนิ่ม โรงแรมใหม่ อาหารเช้าอร่อย แต่อยากให้เพิ่มความหลากหลายหน่อย,Positive
ที่พักสะอาดดี ไปโรงบาลรามาสะดวกมาก,Positive
ห้องพักสะอาด บริการดี แต่หน้าโรงแรมไฟมืดไปหน่อย,Neutral
ข้างนอกโรงแรมในส่วนของตึกดูดีแต่ข้างในห้องไม่ค่อยดี ลูกค้ามาค่อนข้างเยอะและชอบส่งเสียงดัง ลงไปเล่นสระว่ายน้ำกลับขึ้นมาโดยใช้ลิฟต์หลักของโรงแรม น้ำนองเต็มพื้น ทางโรงแรมก็ไม่ได้เช็ดอะไรในตอนนั้น เดินเข้าไปกลัวหกล้มมาก,Negative
ห้องพักสะอาด เรียบหรู ราคาประหยัด,Positive
บริการดี สถานที่สะอาด อาหารอร่อย,Positive
ได้ห้องที่ไม่ตรงกับที่ขอไว้ เรียกแม่บ้านก็ไม่ยอมมา,Negative
ดีค่ะ คราวหน้าจะไปพักอีก แต่ห้องเหมือนไม่สะอาดนิดนึง พื้นห้องนอนและส่วนของห้องน้ำ,Neutral
ห้องสะอาด สวย หมอนสูงไป อาหารเช้าอร่อย,Positive
รร. ใหม่ สะอาด พนักงานบริการดี อาหารเช้าอร่อย ใกล้ รพ. รามา,Positive
โรงแรมเปิดใหม่ ไม่ถึงปี ห้องพักกว้าง นอนสบาย พนักงานบริการดี อาหารอร่อย แต่ห้องไม่ค่อยเก็บเสียง เวลามีทัวร์มาลงจะได้ยินเสียงนอกห้องเข้ามาเลย ส่วนห้องน้ำ มีห้องนะ แต่เหมือนที่ไม่พอ เอาตู้อาบน้ำออกมาตั้งข้างเตียงเลย เราจองเตียงแบบ twin ไป มันก็จะมีเตียงนึงที่ติดห้องอาบน้ำ ส่วนไวไฟ ถือว่าเร็วดี ทีวี ตู้เย็นมีพร้อม เรื่องไฟในห้องมันเน้นสลัวๆ มีแต่หลอดไฟดวงเล็ก เราไปพักเพราะใกล้ที่สอบ อ่านในห้องไม่ได้เลย ต้องออกไปหาที่อ่านข้างนอก 555,Negative
เป็นโรงแรมใหม่ ห้องพักสะอาด... พนักงานบริการดี เหมาะสมกับราคา,Positive
การบริการดีมากค่ะ พนักงานพูดจาสุภาพ โรงแรมดูสะอาด แต่สั่งอาหารมาที่ห้องราคาไม่ตรงกับเมนู ราคาสูงกว่าในเมนูเยอะค่ะ อาหารเช้าน้อยมาก,Neutral
ดีเยี่ยม ไม่มีที่ติ ทุกอย่างจริงๆ,Positive
"พนักงานบริการดี ประทับใจทุกท่าน ไม่ว่าจะเป็น Reception, Bellboys รวมถึงพนักงานห้องอาหารทุกคน บริเวณโรงแรมไม่มีร้านอาหารที่ใกล้เคียง มี street food และ 7-11 (2 แห่ง) ด้านหน้าโรงแรม แต่ไม่ใช่ปัญหา เราสามารถสั่งอาหารจาก line man มาส่งถึงโรงแรมได้ตลอด 24 ชั่วโมง การเดินทางสะดวกทั้ง Taxi, และใกล้ BTS พญาไท รวมถึง Airport Link โดยรวมแล้วประทับใจมาก และจะกลับไปพักอีก (ก๋วยเตี๋ยวน้ำที่ห้องอาหารเช้าอร่อยมาก)",Positive
ใกล้ สะดวก อาหารเช้าดี เงียบ ดี,Positive
ถ้าขับรถไปเองสะดวกดี ห้องพักสะอาด คุ้มราคา,Positive
เป็นการพักที่ดีห้องน้ำไม่ค่อยดีไปกว่า แต่โดยรวมก็โอเค,Neutral
โรงแรมดีอาหารเช้าเปลี่ยนทุกวันผ้าเช็ดตัวเปลี่ยนทุกวันเพื่อพักผ่อนหลังจากที่ถนนเหมาะมากถัดจากที่นี่เป็นตลาดเล็ก ๆ ยังเป็นตลาดซูเปอร์ด้านหน้าพนักงานโรงแรมเป็นมิตร,Positive
โรงแรมนี้เป็นโรงแรมใหม่มากพินัยกรรมพนักงานมีความกระตือรือร้นและเป็นมิตร จะกลับสู่วันที่ใกล้ที่สุด,Positive
โรงแรมที่ดีสะดวกสบายและสะอาด พนักงานใจดีมากและให้ความช่วยเหลือดีมาก ไซต์เสียงพูดบนชั้น 3 ก็ดีเหมือนกัน! จะกลับมาพักที่นี่อีกถ้าคุณไปกรุงเทพ โรงแรมอยู่ข้างถนนและปิดถ้าคุณต้องการไปไหน,Positive
โรงแรมสะดวกสบายและสะอาดมาก พนักงานน่ารักมากอาหารเช้าดี,Positive
มันเป็นกลยุทธ์และให้บริการรถรับส่งฟรีไปยังสยามสแควร์,Neutral
บริการดีห้องพักสะอาด,Positive
โรงแรมที่ดี ทำความสะอาดและช่วยเหลือโต๊ะเต็ม โรงแรมให้อัพเกรดห้องฟรี ดีอย่างแน่นอน,Positive
พึงพอใจมากเงียบสงบและสะดวกสบาย,Positive
โรงแรมที่อยู่ใจกลางเมืองของกรุงเทพฯทำให้ฉันง่ายต่อการเยี่ยมชมทุกที่ในกรุงเทพฯ การเดินทางสามารถไปถึงได้ด้วยรถตุ๊กตุ๊กหรือใช้บริการแท็กซี่ออนไลน์,Positive
เดินจากบีทีเอสราชเทวีเพียง 15 นาที,Positive
ที่นอนที่สะอาดและสะดวกสบาย,Positive
จะกลับมาอีกแน่นอน การต้อนรับที่ดีและพนักงานที่เป็นมิตรห้องพักและสระว่ายน้ำก็น่าทึ่งเกินไป,Positive
โรงแรมสะอาด! พนักงานทุกคนเป็นกันเองสุด ๆ !,Positive
แนะนำมาก ในใจกลางเมืองใหญ่ริมถนนเรียบร้อยบริการดีสำหรับดอกไม้ฮันนีมูนจะได้รับดอกไม้และตัดฟรีเมื่อคุณไปที่ห้องและอาหารเช้า (ฮาลาล),Positive
โรงแรมยังใหม่อยู่บริการสุดยอดมากมีบริการรถรับส่งฟรีจากโรงแรมไปยังสยาม เมื่อฉันไปกรุงเทพอีกครั้งฉันจะอยู่ที่นี่อีกครั้ง,Positive
ห้องพักสะอาดจริง ๆ และพนักงานให้ความช่วยเหลือดีมากจะกลับมาอีกแน่นอนเมื่อฉันมาเที่ยวกรุงเทพอีกครั้ง,Positive
โรงแรมตั้งอยู่บนทางหลวงเข้าถึงสถานที่อื่นสะดวกมาก โรงแรมดีและสะอาดบริการ okkkk polllll พนักงานต้อนรับที่เป็นมิตรพนักงานต้อนรับทุกคนและเป็นประโยชน์มาก ที่โรงแรมถ้าเราเช็คเอาท์และตารางบินยังคงยาวฉันสามารถฝากกระเป๋าเดินทางไว้ในกระเป๋าเดินทางได้ฟรีหรือไม่ เพื่อให้คุณสามารถเดินทางไปรอบ ๆ กรุงเทพได้อีกครั้ง👍😍,Positive
ทำเลยุทธศาสตร์ใกล้กับเซเว่นและขายอาหารประตูน้ำไม่เป็นมิตรไม่ได้รถยนต์ที่สามารถส่งมอบฟรี,Neutral
พนักงานต้อนรับไม่ต้อนรับแขกพนักงานคนอื่นค่อนข้างเป็นมิตร ห้องพักสะอาดสระว่ายน้ำดี ลิฟท์ในแก้วเวียนหัวเล็กน้อย ทบทวน 8/10,Neutral
"โรงแรมสะอาด, พนักงานต้อนรับมืออาชีพ, สุภาพ แต่โครงสร้างห้องน้ำไม่แน่นจึงไม่สะดวกที่จะไปเข้าห้องน้ำในห้อง พนักงานหญิงจัดการส่วนที่เคี้ยวน้ำของพื้นที่ทานอาหารเช้าโดยไม่มีความรัก โรงแรมอยู่ไกลจากเส้นทางรถไฟฟ้าบีทีเอสหากเดินดึกมากน่ากลัวรู้สึกไม่ปลอดภัยในบริเวณสะพานลอย แขกผู้เข้าพักที่นี่เป็นชาวเวียดนามและจีนทั้งหมด",Neutral
หลังจากค้นหาโรงแรมที่ดีในกรุงเทพมานานฉันก็ตกไปที่โรงแรมนี้ ทำเลที่ตั้งด้านหน้าของถนนใหญ่ใกล้เซเว่น โรงแรมใหม่บริการเป็นกันเอง มีน้อยคนใน WiFi ที่มักจะขอเข้าสู่ระบบอีกครั้ง มีเสถียรภาพมากขึ้นสะดวกสบายและแนะนำ อาหารเช้าแบบฮาลาลและคุณจะพบกับคนอินโดนีเซียมากมายที่นี่,Positive
การต้อนรับที่ดีเยี่ยม ห้องของฉันกว้างขวางมากพร้อมอ่างอาบน้ำบนฝักบัว พวกเขาจัดเก็บห้องพักของฉันไว้ใน 4 วันและเติมน้ำ อาหารเช้ามีตัวเลือกมากมายออกจาก ฉันจะกลับไปที่โรงแรมนี้ถ้าฉันกลับมากรุงเทพ,Positive
โรงแรมนี้ตั้งอยู่ในทำเลที่ดีมาก ใกล้ร้านสะดวกซื้อและที่สำคัญที่สุดง่ายต่อการเข้าถึง,Positive
ห้องพักสะอาดและสะดวกสบายและอาหารเช้าก็ดี,Positive
ห้องพักสะอาดและสะดวกสบายอาหารเช้าก็ดีเมื่อไปกรุงเทพฉันจะเลือกโรงแรมนี้อีกครั้ง,Positive
"โรงแรมที่เงียบสงบสะอาดห้องพักทันสมัยสระว่ายน้ำดีพนักงานเป็นมิตรโรงแรมจะต้องวางมัดจำ 1,000 บาทจากโรงแรม 1 วันพร้อมรถฟรี 04 คันไปยังสยามและ bayoksky (ต้องจองล่วงหน้า หันไปแทนก่อน 30p) อาหารเช้าค่อนข้างดีเป็นไปได้ที่จะขอให้พนักงานต้อนรับเรียกมิเตอร์แท็กซี่สำหรับการเดินทางราคาถูกมาก (จากโรงแรมโทรแท็กซี่ไปซาฟารี 245 บาท) ออกไปจัดหา 75 บาท",Positive
โรงแรมสะอาดสถานที่ที่ดี ... แต่แอร์ไม่ดีตอนเที่ยงคืนเครื่องปรับอากาศไม่ทำงานอย่างถูกต้องห้องพักอบอุ่นมาก ...,Positive
ห้องพักดีและสะอาด นอกจากนี้ยังมีรถรับส่งฟรีไปยังสยามและฟ้าใบหยกทุกวัน,Positive
โรงแรมใหม่อยู่ไม่ไกลจากสยามและพนักงานมีความเป็นมิตร,Positive
ไม่เลว แต่ก็ไม่ดีเลย พนักงานทุกคนดูสับสนเมื่อพบกรณีที่น่าประหลาดใจ แต่แผนกต้อนรับที่ฉันได้พบในวันที่ 1 ดูเป็นมืออาชีพแค่คนเดียวเท่านั้น เธอรู้วิธีการทำงานและวิธีจัดการกับลูกค้า แม่บ้านที่แย่ที่สุดคือพวกเขาไม่สามารถสร้างเตียงคู่ให้มีขนาดคิงไซส์เหมือนโรงแรมระดับ 3-5 ดาวอีกแห่ง ที่จริงแล้วคุณต้องเตรียมสิ่งนี้โดยเฉพาะโรงแรมนี้เพราะห้องส่วนใหญ่ในชั้นหนึ่งเป็นห้องนอนเตียงแฝดโรงแรมมีเพียง 2 ห้องนอนต่อชั้นเท่านั้นพวกเขาต้องเตรียมตัวสำหรับสถานการณ์นี้ และห้องน้ำก็ไม่สะอาดฉันไม่รู้ว่าพวกเขารีบเร่งทำห้องหรือไม่ แต่ฉันคิดว่าพวกเขาสามารถทำได้ดีกว่านี้ อาหารเช้าก็งั้น ๆ พนักงานในร้านอาหารมองลูกค้าในขณะที่พวกเขากำลังรับประทานอาหารและเมื่อพวกเขาเสร็จสิ้นการใช้จานหรือชามพวกเขาไม่ได้เก็บมันกลับมาโดยเร็ว พวกเขาจ้องมองที่โต๊ะเพื่อรอลูกค้าทานอาหารเช้าเสร็จแล้วออกไปข้างนอก ด้วยเหตุผลบางอย่างเกี่ยวกับเตียงพวกเขาให้ฉันอัปเกรดเป็นห้องที่ดีกว่าในขณะที่ฉันออกไปทำธุรกิจของฉัน แต่เมื่อฉันกลับมาที่โรงแรมกระเป๋าเดินทางของฉันทั้งหมดอยู่ในห้องเก่าไม่มีใครย้ายมาให้ฉันหรือเตรียมมันเมื่อ ผมกลับมา. ฉันต้องไปที่ห้องเก่าและย้ายกระเป๋าของฉันทั้งหมดไปที่ห้องใหม่ด้วยตัวเองและกลับมาเพื่อกลับไปที่ห้องคีย์การ์ดเก่าเพื่อรับสัญญาณอีกครั้งด้วยตัวเอง ฉันคิดว่านี่เป็นมารยาทพื้นฐานที่โรงแรมควรฝึกอบรมพนักงานทั้งหมดหากคุณเรียกตัวเองว่าเป็นโรงแรม 4 ดาวในกรุงเทพ,Neutral
ห้องพักสะอาดมีรถรับส่งไปยังสถานีรถไฟฟ้าบีทีเอสสยามและโรงแรมใบหยกสกาย,Positive
"เนื่องจากเราสั่งห้องสามห้องเราได้ห้องพักหนึ่งห้องฟรี สะอาดและดีมากที่นั่น
 คำแนะนำ: ข้อเสียอย่างเดียวคือไม่มีพัดลมดูดอากาศในห้องน้ำให้แน่ใจว่าคุณปิดประตู 5 นาทีหลังจากใช้ห้องน้ำ
 พนักงานส่วนใหญ่เป็นคนดีและเป็นมืออาชีพยกเว้นคนที่ไม่เป็นมิตรจริงๆในวันที่ 26 มิถุนายน 2018
 แนะนำเป็นอย่างยิ่ง",Neutral
อาหารเช้าดีบริการดี แต่ก่อนทานคุณต้องถามว่ามันฮาลาลหรือไม่,Neutral
โรงแรมไม่เหมาะกับคนที่ต้องการพักผ่อน กว่าดนตรีจะสงบลงก็ตี 2 น่ารำคาญสุดๆ ทั้งเสียงดนตรีและเสียงเก็บสิ่งของตอน 6 โมงเข้า เสียดายเงินมาก เป็นโรงแรมที่ไม่คิดจะกลับไปนอนอีกเด็ดขาด ผู้บริหารปล่อยให้เป็นแบบนี้ได้ไง ดนตรีเริ่มตั้งแต่ 2 ทุ่มยันตี 2 ไม่เคยเจอโรงแรมแบบนี้มาก่อนในชีวิตเลย ปกติคนใช้บริการโรงแรมก็แค่ต้องการ หลับนอนพักผ่อนไม่ใช่หรือ?,Negative
ห้องแคบไปนิด แต่ดูเก๋ ส่วนตัวเดินไปสถานีบีทีเอส ประมาณ 10 นาที คิดว่าไกล,Negative
ที่จอดรถไม่พอสำหรับแขก ต้องไปเสียค่าที่จอดเอกชนอีก 200 บาท สำหรับเราคิดว่าไม่ใช่เรื่อง ทางโรงแรมควรเตรียมที่จอดให้เพียงพอกับแขก,Negative
พักที่วันแรกห้องแรกก็แจคพอต เจอแมสลูกค้าเก่าและขาแมลงสาป เลยขอเปลี่ยนห้อง พอมาห้องใหม่ก็เจอ แมลงสาป และเลือดบนผ้าห่ม เจอตอนกลางคืนเป็นอะไรที่ทรมานสุด ต้องอยู่กับอะไรแบบนี้ทั้งคืน,Negative
ห้องไม่เก็บเสียง แม่บ้านเสียงดังแต่เช้า,Negative
ห้องน้ำมีคราบเหลือง ทางเข้าห้องไฟน้อยมากๆ มืดน่ากลัว,Negative
ห้องกว้าง อยู่สบายไม่อึดอัด มีมุมเก้าอี้ม้าโยกให้นั่งเล่นเพลินๆ ด้วย ประทับใจค่ะ,Positive
ที่จอดรถไม่มี ห้องน้ำแคบเกินไป,Negative
ห้องพักอับ มียุง ห้อง 301 ไฟติดๆ ดับๆ แต่ชั้นล่างออกแบบโรงแรมได้มีสไตล์ ถ่ายรูปสวย ออกแนววินเทจ ลุงที่ดูแลโรงแรมบริการดี,Negative
ดีมาก ดูแลดี เกินราคา ชอบมากค่ะ ไว้มีโอกาสจะกลับไปพักอีกแน่นอน,Positive
ห้องน้ำขนาดเล็กไม่ค่อยสะอาด สตาฟไม่มีความเป็นกันเอง เช็คอินใช้การถ่ายรูปบัตรประชาชนแทนถ่ายเอกสาร ไม่ปลอดภัย,Negative
สะดวกสบาย ง่ายต่อการเดินทาง และพี่ๆพนักงานเป็นกันเองน่ารักทุกคน มีโอกาสจะใช้บริการใหม่น่ะครับ,Positive
ห้องสะอาด แต่ห้องแคบไปหน่อยมีการแยกห้องน้ำ,Neutral
สะดวกสบาย โรงแรมบริการดีมากๆค่ะ แนะนำเลย,Positive
โดยรวมดีนะคะ แต่ติดตรงห้องน้ำเล็กไปค่ะ และไม่มีการแยกส่วนแห้งและเปียก ทำให้ใช้ห้องน้ำ เปียกไปหมดเลย และส่วนที่ ล้างหน้า ติดไดร์เป่าผมไว้ใกล้ๆ น้ำกับไฟ ไม่น่าจะถูกกันเท่าไหร่ค่ะ,Neutral
ภายในห้องดูทันสมัยและดูสะอาดแต่จะได้ยินเสียงข้างๆห้องรบกวนเสียงดังตอนดึกๆๆ,Neutral
ห้องพักสะอาด ดูดี พนักงานน่ารักมากครับ แนะนำ,Positive
ได้ห้องที่ค่อนข้างมีกลิ่นอับ ห้องเล็ก คุณภาพไม่สมราคา,Negative
โรงแรมตกแต่งน่ารักจะกลับไปพักอีกนะคะ :),Positive
ห้องแบบ Standard เล็กไปหน่อย แต่ถ้ามาแล้วเน้นเที่ยวข้างนอก พักแค่ตอนกลางคืนก็ไม่อึดอัด ถ้านอน 2 คนอาจจะอึดอัดนิดนึง ห้องแบบ Deluxe กำลังพอดี พนักงานน่ารัก โรงแรมสวย เดินจาก bts ประมาณ 10 นาที ขอติเรื่องทำความสะอาด แขวนป้ายทำความสะอาดไว้ ส่วนมากพนักงานทำแค่ปูเตียงใหม่กับเก็บขยะ แต่ไม่ได้ทำความสะอาดพื้นห้องค่ะ,Neutral
ทำเลพอใช้ได้ ที่จอดรถน้อย โถงทางเดินในแต่ละชั้นค่อนข้างมืด สำหรับห้องfamily (จองมาแบบ superior และได้อัพเกรดเป็น family เนื่องจากห้องเต็ม) มีเตียงใหญ่1เตียง และเตียง 2 ชั้น นอนได้ประมาณ 4 คน เรามากัน 2 คนยังรู้สึกอึดอัด ห้องค่อนข้างมืดเพราะมีแต่ไฟสีส้ม และแสงจากระเบียงที่ค่อนข้างแคบ(เราชอบแสงขาวมากกว่า) ถังขยะในห้องและห้องน้ำเล็กมาก พื้นที่ในห้องค่อนข้างน้อย ไม่มีโต๊ะทำงาน เตียง 2 ชั้นมีโคมไฟอ่านหนังสือให้แต่ชั้นล่างเสียบไฟไม่ได้เพราะติดเสาเตียง ถ้ามาครบ 4 คนคงอึดอัดมาก ประตูห้องปิดยากมากเวลาออกจากห้อง ทำให้รู้สึกไม่ค่อยปลอดภัยเท่าไหร่ เวลาข้างห้องปิดประตูเราก็ได้ยิน ทำให้นอนหลับไม่ค่อยสบาย เหมาะกับการมานอนอย่างเดียว ถ้าหวังมาพักผ่อนไม่เหมาะเลย อาหารเช้ารสชาติดี พนักงานยิ้มแย้มแจ่มใสดี โดยรวมๆ ไม่เหมาะมาพักผ่อน อาจจะเหมาะกับแค่มาค้างคืนเพื่อทำธุรกิจ,Negative
โรงแรมดีไซน์สวย พนักงานต้อนรับดีมาก ห้องพักดีค่ะ,Positive
บริการดีค่ะ โรงแรมสวย บรรยากาศดี แต่ห้องน้ำเล็กไปหน่อยค่ะ,Neutral
ราคาที่จ่ายไปกับห้องที่ได้ไม่คุ้มค้า และการเดินทางไม่สะดวก ทางโรงแรมควรมีรถกอฟรับส่งจากBTS อารีเป็นต้น,Negative
ขอเตียงแยกแล้วแต่ไม่ได ้แต่อย่างอื่นถือว่าดีหมดแต่โรงแรมอยู่ลึกไปหน่อยนะ555+โดยรวมถือว่าดีอยู่,Neutral
มาพักครั้งที่ 4 แล้ว หาของกินสะดวก ที่จอดรถอาจจะน้อยไปหน่อย แต่ก็ไม่ใช่เรื่องใหญ่ค่ะ,Neutral
ที่พักสะอาด พนักงานบริการดี เดินทางสะดวกใกล้รถไฟฟ้าบีทีเอส,Positive
โรงแรมน่ารักมาก แต่ห้องเล็กไปนิดนึงแล้วก็ไม่เก็บเสียง พนักงานบางคนยิ้มแย้มดี แต่บางคนไม่ยิ้มเลย,Positive
โรงแรมอยู่ใกล้ bts อารีย์ (ทางออก 3) รอบ ๆ โรงแรมมีของกินค่อนข้างเยอะ (ใกล้ร้านอาหารและเซเว่น) และภายในโรงแรมก็มีร้านอาหารด้วย มีพนักงานบริการหน้าเคาน์เตอร์ตลอด 24 ชั่วโมง โรงแรมและห้องพักตกแต่งได้สวยงาม ใช้ลิฟต์ในการขึ้นลง และมีสระว่ายน้ำ ในส่วนของห้องพักมีขนาดเล็ก เตียงนอนนุ่ม นอนสบาย หัวเตียงมีไฟฉายให้ 1 กระบอก แอร์เย็น ตู้เย็นมีขนาดเล็กมาก ๆ สามารถแช่ขวดน้ำได้ไม่เยอะ มีน้ำเปล่าให้ 2 ขวด มีแก้วน้ำ และรองเท้าแตะใส่ในห้อง ทีวีมีทั้งช่องของไทยและต่างประเทศ สัญญาณไวไฟดีมาก ๆ และมีระเบียงที่เล็กสุด ๆ ห้องน้ำเล็กมาก (อ่างล้างหน้าอยู่นอกตัวห้องน้ำ มีกระจกและไดร์เป่าผม) มีผ้าขนหนูให้เฉพาะผ้าเช็ดตัวเท่านั้น มีแชมพูและสบู่เหลวอาบน้ำ และผ้าเช็ดเท้า น้ำไหลแรงดี มีเครื่องทำน้ำอุ่น ส่วนกลางของแต่ละชั้นมีกาต้มน้ำร้อน ชา กาแฟ และขนม สิ่งที่ควรปรับปรุงคือบริเวณห้องพักชั้น 2 ที่ตรงกับปล่องระบายอากาศ บางเวลาปล่องดูดอากาศเสียงดังมาก ปิดประตูที่ระเบียงพอช่วยลดเสียงได้,Positive
ชอบมาก อาหารเช้าอร่อย นอนสบาย,Positive
ทำเลดี ใจกลางเมือง เดินไปขึ้น BTS ได้สบายๆ ร้านอาหาร ใกล้ๆโรงแรมเยอะ หาของกินสะดวกมาก ติดตรงที่จอดรถน้อย และไม่ค่อยเป็นส่วนตัวเนื่องจากโรงแรมกำลังเป็นที่รู้จักทำให้มีคนที่ไม่ได้พักมาถ่ายรูปกันพลุกพล่าน ร้านอาหารด้านล่างโรงแรม อาหารอร่อยมาก,Neutral
พนักงานไม่มีความเป็น Service mind และมีการเลือกตัดสินการบริการกับลูกค้า,Negative
สถานที่ห้องพักขนาดเล็ก บุคคลภายนอกเข้ามาใช้สถานที่ในการถ่ายรูปเป็นจำนวนมาก วุ่นวาย ไม่มีความเป็นส่วนตัว,Negative
พนักงานบริการไม่ดี ไม่มีความเป็น service mind อาจเพราะเห็นว่า เป็นแค่โรงแรมสี่ดาว จึงไม่ได้ตระหนักถึงความเป็น service mind ซักเท่าไหร่ ไม่ยิ้มแย้ม และไม่มีความอัธยาศัยที่ดี ไม่ผ่านตามมาตรฐาน ในเรื่องการบริการ,Negative
คุ้มค่าราคามาก เดินไป BTS อารีย์ได้ ห้องก็โอเค,Positive
