,Review,Rating,Label
319,โรงแรมสะดวกใกล้สถานที่ตั้งเชิงกลยุทธ์เพื่อการช้อปปิ้ง,9.4,Positive
320,สถานที่ที่ดีมากและสะดวกสบายมาก,8.5,Positive
321,ฉันอยู่ คืนและพวกเขาจะไม่เปลี่ยนผ้าปูที่นอนที่มีการรั่วไหลในห้องน้ำ,5.5,Negative
322,สถานที่ที่ดีขวาถัดไปแพลทินัมแฟชั่นมอลล์และย่านช้อปปิ้งไม่ว่าง ห้องพักที่สะอาดและสะดวกสบาย,10.0,Positive
323,โรงแรมที่ดีที่สุดในพื้นที่ประตูน้ำสะอาดสิ่งอำนวยความสะดวกที่สมบูรณ์บริการที่น่าพอใจและตั้งอยู่ใกล้กับศูนย์กลางการช้อปปิ้ง,9.7,Positive
324,ห้องพักสะอาดกว้างขวางพอพนักงานที่เป็นมิตรถ้าไปกรุงเทพแน่นอนกลับมาจะอยู่ที่นั่น,9.7,Positive
325,สถานที่เป็นเชิงกลยุทธ์มากใกล้กับแหล่งช้อปปิ้ง,8.8,Positive
326,โรงแรมที่ดีและที่ตั้งทางยุทธศาสตร์,9.1,Positive
327,ห้องของฉันมีการปรับรุ่น โรงแรมอยู่ติดกับห้างสรรพสินค้าลาตินั่ม พนักงานที่มีความสุข ขอขอบคุณ,9.1,Positive
328,สถานที่เป็นที่ยอดเยี่ยม แต่ตัวเลือกอาหารเช้าไม่ดี,9.3,Neutral
329,โรงแรมที่ดีอาหารเช้าที่ดี ใกล้ห้างสรรพสินค้าแพลทินัมจำนวนมากของร้านอาหารและอาหารบริเวณใกล้เคียง,10.0,Positive
330,สถานที่แห่งนี้เป็นที่น่ารักที่มีมุมมองที่ดีอยู่ใกล้ห้างสรรพสินค้า,10.0,Positive
331,พนักงานไม่เป็นมิตรหยาบคายมาก ห้องพักยังไม่พร้อม ห้องพักสกปรก ผิดหวังมากกับโรงแรมแห่งนี้ สิ่งที่ดีเกี่ยวกับโรงแรมนี้เท่านั้นที่ตั้งอยู่ในใจกลางเมือง,4.9,Negative
332,มากกว่าความสุขทั้งหมดยกเว้นมีผู้เข้าพักโรงแรมหนึ่งจากประเทศสิงคโปร์ได้อย่างหยาบคายและชนชั้นต่อเรา ทันใดนั้นครอบครัวยึดรถตุ๊กตุ๊ก ฟรีบริการรถตุ๊กตุ๊กจากโรงแรม ว่าเราจะใช้ผลักดันเราออกจากที่มืดรถตุ๊กตุ๊กและกรีดร้องเกี่ยวกับความอัปลักษณ์ความอัปลักษณ์ของประเทศของเรา อินโดนีเซีย ที่ไม่สุภาพมากและอวดดี คำแนะนำของฉันต้องระวังของนักท่องเที่ยวจากสิงคโปร์มี ดูเหมือนว่าพวกเขาได้รับซ้ำ การกระทำป่าเถื่อนกับนักท่องเที่ยวจากประเทศอื่น แปลกประหลาด โชคดีที่โรงแรมทราบเหตุการณ์ที่เกิดขึ้นและขอโทษสำหรับทัศนคติที่ไม่ดีของพวกเขา แม้ว่าจริง แล้วไม่ใช่ความผิดของโรงแรม สุดท้ายหลังจากเหตุการณ์ที่เกิดขึ้นทางโรงแรมยังมีบริการแท็กซี่ฟรีแทนประสบการณ์ที่ไม่ดีของเรากับโรงแรมก่อนหน้านี้ตุ๊กตุ๊ก,10.0,Neutral
333,โรงแรมที่ดีทำเลดีและพนักงานที่เป็นมิตร,10.0,Positive
334,สถานที่ที่ดีและสะดวกสบายมาก,10.0,Positive
335,สิ่งอำนวยความสะดวกทั้งหมดควรจะให้ในห้องพัก,8.7,Positive
336,ที่อยู่ใกล้กับตลาดประตูน้ำโดยเดินใกล้กับห้างสรรพสินค้าที่ล้อมรอบห้องพักสะอาดใหญ่มุมมองที่ดีแปรงฟันและยาสีฟันควรได้รับการร้องขอ บุคคลากรมีความอ่อนน้อมถ่อมตนและให้ข้อมูลจะกลับมาถ้าอยู่ในพื้นที่ประตูน้ำ,9.4,Positive
337,โรงแรมที่ดี สะอาด ใกล้ทุกที่,10.0,Positive
338,ใกล้ห้างและตลาดกลางคืน,8.8,Positive
339,ที่พักเยี่ยมใจกลางกรุงเทพ,9.7,Positive
340,ถ้าใครอยากได้ความเพลิดเพลิน อาหารริมทางอร่อย ช้อปปิ้ง ศูนย์สินค้าอิเล็กทรอนิกส์ ควรพักที่นี่ คุ้มค่ามาก แถมอยู่ใกล้สถานทูตอินโดนีเซีย,9.1,Positive
341,โดยรวมดี แต่พนักงานยุ่งมากเพราะแขกเยอะ,9.0,Neutral
342,พนักงานบริการไม่ดีไม่สนใจลูกค้าคุยแต่โทรศัพท์ เรารอได้ถ้าคุณคุยธุระ แต่ช่วยบอกกับเราทีว่ารอสักครู่ แต่คุณเล่นเดินหนีลูกค้าแบบนี้จะให้ฉันคิดยังไง รอบที่แล้วมาพักได้จองเตียงเดี่ยวได้เตียงคู่ ฉันก็หยวน ให้แล้วพนักงานทำไม่ทันก็เข้าใจได้ รอบนี้ฉันไปถึงไม่มีที่จอดรถ แล้วไม่แนะนำอะไรฉันเลย ฉันยอมเสียเงินไปนอนโรงแรมอื่นนะ เสียเงินไม่ว่า แต่ฉันเสียเวลาและความรู้สึก จิง แล้วที่พักคุณดีมากฉันถึงกลับมาไง แต่คุณไม่คิดที่จะสนใจเรา งั้นเราก็คงไม่มาพักอีกเพราะเราไม่ได้มาขอพักฟรี,6.1,Negative
343,ห้องพักไม่ค่อยสะอาด มีเส้นผมทั้งบนเตียงและในห้องน้ำ ทางเดินค่อนข้างแคบ ได้ยินเสียงข้างนอกดังเข้ามาในห้องชัดเจน ของและอุปกรณ์ในห้องโอเคและครบ,6.2,Negative
344,ห้องอาจจะเล็กหน่อย เหมาะสำหรับไว้พักผ่อนเวลามาเที่ยว ไม่มีที่จอดรถมีสำหรับจอดรถยนต์ประมาณคัน เหมาะแบบไปขึ้นแท็กซี่เอาเองมากกว่าเอารถมา ซอยเป็นซอยตัน แต่ที่พักอุปกรณ์ต่างในห้องครบถ้วน สะดวก มีแปรงสีฟัน ยาสีฟัน ไดร์เป่าผมให้ด้วย ห้องสะอาด เตียงนุ่มสบาย แอร์เย็นดี พนักงานน่ารัก ชอบค่ะ,9.4,Neutral
345,ไม่ได้ห้องตามที่จองไว้ จองไว้เตียงเดียวได้เตียงคู่ ไฟห้องน้ำไม่ติด,6.0,Negative
346,ที่จอดรถก็ไม่มี ไม่รับผิดชอบลูกค้า พนักงานไล่ลูกค้า,5.1,Negative
347,จองโปร epic ขนาดห้องกำลังพอดี ไม่น่ากลัว ชั้น วิวสวย แท๊กซี่มาถูก เรียก grab ได้ สะดวกมาก ใกล้แฟมิลี่มาร์ท ไม่อด,9.1,Positive
348,ห้องพักสะอาด ใกล้ทำเลค้าขายประตูน้ำ,8.8,Positive
349,โอเคค่ะ พนักงานบริการดี ห้องสะอาด ห้องน้ำเล็กไปหน่อย โดยรวมโอเคดีมากค่ะ,8.5,Positive
350,ห้องน่าอยู่สะดวกสบายในการเดินทาง,8.8,Positive
351,เดินทางสะดวก ห้องนอน ห้องน้ำสะอาด พนักงานบริการดี,8.5,Positive
352,พนักงานบริการดีมาก สงบส่วนตัวดี,8.5,Positive
353,พนักงานใส่ใจดีมากครับ ขออะไรก็จัดให้ครับ ห้องกระทัดรัดสมราคา สะอาด ชอบครับกันเองดี มีโอกาศจะกลับไปอีกครับ,9.4,Positive
354,ห้องพักสะอาด ห้องน้ำแยกโซนเปียกแห้ง มีน้ำให้ ขวด ไดเป่าผม สบู่แชมพูยาสีฟันแปรงสีฟันครบ ลองเดินจากสถานีแอพอตลิ้งราชปรารถ มาตามถนนเลียบทางรถไฟตอน มาโรงแรมน่ากลัวมากต้องเดินผ่านผู้ชายตั้งวงกินเหล้า แต่เส้นนี้ใกล้มากแค่ ม เดินเส้นนี้อีกทีรุ่งขึ้นตอนสาย บรรยากาศกลับกลายเป็นสบายไม่น่ากลัว โรงแรมใกล้ประตูน้ำมาก เดินไปช็อปสะดวก ในซอยมี family mart และร้านอาหารตามสั่งเยอะ,8.8,Positive
355,ห้องของจริงเล็กมากไม่มีที่เดิน,5.4,Negative
356,ลิฟชำรุดตอนขนของ ไม่ค่อยทำความสะอาด แขวนป้ายไว้ก็ยังไม่ทำ ต้องบอกถึงจะทำ การบริการแย่,6.0,Negative
357,มีการเปลี่ยนห้องกระทันหัน โดยไม่มีการแจ้งล่วงหน้า ที่จอดรถยนต์มีน้อยมาก น้ำดื่มก็ไม่มีในห้องให้,6.0,Negative
358,ห้องพักกว้างขวาง สะอาด แต่ห้องน้ำแอบแคบไปหน่อย โดยรวมถือว่าดีค่ะคุ้มค่าคุ้มราคา,8.5,Neutral
359,ถ้าต้องความเงียบสงบ ไม่มีเลยค่ะ ห้องไม่เก็บเสียง ชั้นบน ทำอะไรก็ไม่รู้ดังตลอด นอนไม่หลับเลยค่ะ แถมห้องติดกับเครื่องดูดควันหรืออะไรสักอย่าง ดังมาก,6.1,Negative
360,ห้องพักสะอาด มีระบบรักษาความปลอดภัยที่ดี พนักงานให้ความช่วยเหลือดี,9.1,Positive
361,ห้องแคบมาก แต่สะดวกไปบีทีเอส ใกล้,8.5,Negative
362,ดีมากคะ ขนาดไม่ได้แจ้งแม่บ้านว่าจะทำความสะอาด แต่แม่บ้านก็มาทำความสะอาดห้องให้อีก ใกล้สถานีรถไฟฟ้าแอร์พอร์ตลิ้งค์ สะดวกคะ,9.7,Positive
363,แออัดไกลไม่สดวกบริการไม่ถึงดาว,6.0,Negative
364,คุ้มค่าแก่ราคา หากเดินทางโดยรถสาธารณะหรือเดินจะสะดวก ถนนที่จอดรถค่อนข้างลำบาก,8.5,Neutral
365,อาหารไม่อร่อยและให้น้อย ห้องพักไม่ตรงในแบบที่จองไว้ พนักงานบริการแย่มาก และเดินทางไม่ค่อยสะดวก,4.8,Negative
366,ห้องพักดูโอเคสำหรับราคานี้ ซึ่งรวมอาหารเช้าไว้ด้วย ถือว่าคุ้ม แต่อยากให้ปรับปรุงเรื่องน้ำเปล่าอาหารเช้า เหมือนเอาน้ำประปามาให้กิน รสชาติแปลก ไม่เหมือนน้ำดื่มทั่วไป อยากให้แก้ไขตรงนี้ค่ะ นอกนั้นถือว่าโอเคหมด,9.3,Neutral
367,บริการดีมากครับ ห้องก็สะอาดดี,8.5,Positive
368,ห้องพักสะอาด ประทับใจพนักงาน,8.5,Positive
369,พนักงานบริการดี ห้องพักสะอาด มีบริการอาหารเช้า แต่ที่จอดรถ มีเพียง คัน แต่โดยรวมงานบริการดีค่ะ,8.8,Positive
370,พัก วัน ห้องไม่ทำความสะอาดให้ไม่ว่า พอถึงวันออก เที่ยงปุป แม่บ้านเคาะห้องเลยจ้า ไม่พอมีตะโกนบอกแม่บ้านอีกคน ลูกค้าห้องนี้ยังไม่ออก เราเปิดออกมา มีดึงหน้า เหวี่ยงใส่ด้วยนะ มารยาทดีงาม ที่พักเก่าไม่ว่า พนักงานมารยาททรามนี้ซิ พักครั้งเดียวพอค่ะ,5.7,Negative
371,บริการดี ห้องสะอาด เดินทางสะดวก,6.9,Positive
372,มีแต่คนอินเดีย ห้องพักเหม็นอับและไม่เก็บเสียง ห้องเล็กมาก บ้างห้องไม่มีหน้าต่างด้วย อยู่ในซอยลึกรถรับส่งหมดเร็ว อาหารเช้าบ้างอย่างเหมือนใกล้เสีย,4.8,Negative
373,ทุกอย่างดีหมด ยกเว้นอาหารเช้าค่ะ ขอแนะนำให้ปรับปรุงค่ะ,9.1,Neutral
374,อาหารหวานไปนิด พนักงานดูแลดี ห้องสะอาด แต่ที่จอดรถมีจำกัด,9.4,Neutral
375,ไกลจากปากซอย รถบริการรับส่งปากซอยควรมีถึง น,7.9,Negative
376,โดยรวมดีครับ แต่อยู่ลึกไปหน่อยครับ,8.0,Neutral
377,ห้องเตียงแฝดสะอาด บริการที่ดี,8.5,Positive
378,ทำเลค่อนข้างเป็นกลยุทธ์ใกล้กับ bts ตลาดประตูน้ำและแพลตตินั่มแฟชั่นมอลล์ห้องพักค่อนข้างกว้างขวางในราคา เพียงว่าใช้เวลานานในการตรวจสอบพนักงานต้อนรับไม่ ไม่มีประสบการณ์ สำหรับผู้ที่มีงบประมาณปานกลาง โรงแรมนี้เป็นตัวเลือก,9.4,Neutral
379,ที่ตั้งโรงแรมไม่ค่อยดีนัก ค่อนข้างไกลจากถนนใหญ่ ห้องพักไม่ได้รับการดูแลอย่างดี พนักงานเป็นกันเอง แต่รูมเซอร์วิสไม่ค่อยดี เครื่องปรับอากาศในห้องของฉันรั่วและแจ้งรูมเซอร์วิสในตอนเช้า แต่ไม่มีการซ่อมแซมจนฉันลงไปที่แผนกต้อนรับในตอนบ่าย เนื่องจากแอร์รั่ว เตียงเปียก รูมเซอร์วิสแค่เปลี่ยนผ้าปูที่นอน และไม่สนใจความเปียกบนที่นอน ฉันจะไม่พักที่โรงแรมนี้อีก,5.7,Negative
380,กลิ่นเหม็นห้องน้ำสกปรก ฉันจองห้องที่ขอเตียงใหญ่ เตียง แต่ฉันได้เตียงใหญ่ เลยขอพนักงานเปลี่ยนห้อง เขาไม่รับผิดชอบอะไรเลย แย่มากและฉันจะไม่ไปอีกครั้ง,4.8,Negative
381,ห้องพักโอเค แต่โถงทางเดินเล็กมาก เครื่องนอนและเฟอร์นิเจอร์ในห้องน้ำเป็นแบบโบราณ,9.1,Neutral
382,โรงแรมสะอาดและใกล้กับศูนย์อาหารและศูนย์การค้า,8.5,Positive
383,สิ่งอำนวยความสะดวกที่ดี ยินดีที่จะแนะนำให้ทุกคน,8.5,Positive
384,ทำเลที่ตั้งแสดงอยู่ในทำเลที่น่าตื่นตาตื่นใจเพียง เมตรจากรถไฟฟ้า bts อย่างไรก็ตามในความเป็นจริงกลับตรงกันข้ามเพราะคุณต้องเดิน กิโลเมตรเนื่องจากไม่มีทางตรงไปยังโรงแรม ห้องพักพอใช้ได้กลิ่นเหม็นนิดหน่อย พนักงานกะกลางคืนแย่มากไม่ช่วยเหลือเลย ไม่มีรถตุ๊กตุ๊กหรือคอมพิวเตอร์เหมือนที่แสดงในภาพโปรโมต มันจะโอเคถ้าคุณต้องการห้องส่วนตัวสำหรับนอนและห้องอาบน้ำส่วนตัวไม่มีอะไรมากไปกว่านั้น,5.4,Neutral
385,ห้องพักสะอาดเรียบร้อยใกล้กับสถานีพญาไท แต่การเข้าถึงโรงแรมนั้นอยู่บนถนนสายเล็ก ที่ค่อนข้างมืดและเงียบสงบ,8.5,Neutral
386,ห้องพักสะอาดทำเลที่ตั้งโอเค ฉันพัก คืนในวันที่สองที่ฉันใส่ห้องแต่งหน้า ในตอนเย็นด้านหลังโรงแรมข้าวของของฉันก็หายไปหมด ปรากฎว่าหลังจากตรวจสอบรายการของฉันพวกเขาทั้งหมดถูกเก็บไว้ในตู้เก็บของภารโรง,9.1,Neutral
387,ห้องพักไม่กันเสียงมีเสียงดังมาก,5.7,Negative
388,โรงแรมอยู่ใกล้กับตลาดประตูน้ำและเดินไปแหล่งช้อปปิ้งห้องพักสะอาดเครื่องปรับอากาศเย็นห้องน้ำสะอาดอาหารเช้าค่อนข้างดี,10.0,Positive
389,ความสูงสั้นเกินไป,5.8,Negative
390,ฉันขอแนะนำโรงแรมนี้สำหรับนักท่องเที่ยวที่มีงบ จำกัด รวมบุฟเฟ่ต์อาหารเช้า แต่เมนูเหมือนกันทุกวัน แต่ไม่ใช่เรื่องใหญ่,9.4,Positive
391,ครั้งแรกที่มาดูโรงแรมจากด้านหน้าดูเล็กไปเดินเข้าไปในห้องผ่านทางเดินแคบ แต่เมื่อเขาเข้ามาในห้องมันแตกต่างจากสภาพห้องที่กว้างขวางและสะอาด โรงแรมใกล้กับบีทีเอส ทำความสะอาดห้องทุกวันและพนักงานที่เป็นมิตร,9.7,Neutral
392,ทำเลที่ตั้งของโรงแรมอยู่ไม่ไกลจากซอย จากนั้นโรงแรมแคบเกินไปถนนไปยังโถงทางเดินของโรงแรมแคบมาก ฉันจองโรงแรม คืนเพราะมันอึดอัดเมื่อฉันนอนและคันอาจเป็นเพราะผ้าปูที่นอนไม่สะอาดดังนั้นฉันจึงถูกบังคับให้ย้ายโรงแรมเพื่อความสะดวก แต่สำหรับอาหารเช้ามันค่อนข้างดี อาหาร,6.0,Negative
393,อาหารเช้าแย่ที่สุดตื่นเช้าแล้วกินอาหารเช้าก่อนไป แต่ทุกอย่างก็เสร็จสิ้น,6.0,Negative
394,แนะนำมาก อย่างที่คาดไว้ ทำเลยุทธศาสตร์มากเกินไป ต่อไปถ้าคุณไปกรุงเทพดูเหมือนว่าจะไปที่โรงแรมของฉันอีกครั้ง,9.7,Positive
395,พนักงานไม่ช่วยเหลือและห้องพักก็เล็กจริง,5.7,Negative
396,โรงแรมขนาดเล็ก แต่สะอาดและคนดียังอยู่ใกล้สถานีรถไฟใต้ดินเพียงเดิน นาที อาหารอร่อยและราคาถูก,8.5,Positive
397,ห้องพักสวยมากเล็ก แต่ดีมากแอร์เย็นมากและรูมเซอร์วิสทำงานอย่างถูกต้อง สำหรับบริการทั้งหมดที่ดีที่สุด ขอบคุณโรงแรมประตูน้ำ ฉันหวังว่าจะได้กลับมาในวันหยุดครั้งต่อไป ขอบคุณสำหรับทุกอย่าง,9.7,Positive
398,อาหารเช้ามีน้อย ใครที่มาช้าก็ไม่มีอะไรกิน พนักงานไม่ให้บริการมากขึ้น การขาดบริการอย่างมืออาชีพ,6.1,Negative
399,โรงแรมอยู่ในโถงทางเดินเล็ก ที่ห่างไกล แต่มันค่อนข้างใกล้กับตลาดเช้าแพลตตินัม,8.5,Positive
400,โอเค แต่น่าเสียดายที่ไกล ห้องโถงแคบ ลิฟต์ขนาดเล็ก ห้องพักสว่าง,8.5,Neutral
401,โรงแรมนี้มีห้องพักที่ดีและสะอาดอาหารเช้าอร่อย แต่ลิฟท์ขนาดเล็กและตั้งอยู่ในพื้นที่แออัด โรงแรมใส่เครื่องปรับอากาศเหนือเตียง,8.8,Neutral
402,ทำเลที่ตั้งของโรงแรมนี้ดีมากเพราะสะดวกในการเดินทางไปย่านประตูน้ำฉันอ่านรีวิวว่าดีกว่าโรงแรมในบริเวณนั้นดังนั้นฉันจึงจอง แต่เมื่อฉันมาที่นี่ฉันรู้ว่ามันไม่เหมือนการทบทวนอะไร พนักงานไม่ค่อยรู้สึกเป็นกันเองพนักงานโรงแรมมักจะหัวเราะหรือทักทายแขกเมื่อพวกเขาเข้าและออก แต่พนักงานไม่ได้ดูใบหน้าของพวกเราแม้ว่าเราจะอายุสี่ขวบ สถานอาบอบนวดมักจะทักทายและยิ้มแย้มกับเราเท่านั้น โรงแรมดูไม่ใหม่มากห้องของฉันเมื่อฉันได้ยินมันมีกลิ่นเหมือนกลิ่นรถและห้องเพื่อนของฉันมีกลิ่นของสารฟอกขาว ไวไฟอ่อนแอมาก อาหารเช้าไม่ค่อยหลากหลายมีเสียงดังมาก แต่น่าสงสารสุด โรงแรมกันเสียง โดยทั่วไปแล้วบริเวณนี้ฉันพบว่าโรงแรมหลายแห่งตกลงมากกว่าราคาไม่ทราบว่าอย่างไร แต่ประสบการณ์ของฉันที่โรงแรมนี้ไม่ค่อยดี วันสุดท้ายที่ฉันเช็คเอาต์พนักงานขอให้ฉันกรอกหมายเลขห้องและออกไปรอ แต่ฉันรอประมาณ นาทีต่อมา แต่พนักงานไม่โทรกลับฉันต้องถามตัวเองพนักงานขอให้ฉันตรวจสอบขั้นตอนของฉัน ถ้าอย่างนั้น,6.6,Negative
403,บริการไม่เป็นมิตร ความสะอาดของห้องพักไม่น่าพอใจมากเมื่อห้องทำความสะอาดสบู่ใสไม่ได้ถูกแทนที่แก้วที่ใช้แล้วไม่ได้ทำความสะอาดหรือเปลี่ยนเป็นแก้วใหม่เนื้อเยื่อที่ถูกโยนลงในถังขยะสามารถใส่กลับเข้าไปได้,4.8,Negative
404,ทำเลที่ตั้งดีเยี่ยม ทุกอย่างโอเค คุ้มค่ากับราคา,8.5,Positive
405,ที่ตั้งของโรงแรมเชิงกลยุทธ์ของฉันสามารถเดินไปตลาดประตูน้ำและแพลตตินั่มได้โรงแรมขนาดเล็ก แต่สะอาดมากทุกวันทำความสะอาดผ้าเช็ดตัวถูกแทนที่ทุกวันและน้ำแร่สามารถทุกวันอาหารเช้าดีและเติมเมื่อหมดวิ่งแน่นอนพักที่นี่อีกครั้ง รัก traveloka ทำให้มันง่ายสำหรับเราที่จะเดินทาง,8.8,Positive
406,สำหรับนักท่องเที่ยวที่ต้องการช็อปปิ้งและขายอินน์นี้เหมาะสำหรับคุณเพราะอยู่ใกล้กับประตูน้ำและตลาดแพลตตินั่มใกล้กับเซเว่นอีเลฟเว่นดังนั้นอย่ากลัวถ้าคุณหิวในตอนกลางคืน,8.8,Positive
407,มันเป็นสถานที่ที่ดีใกล้กับทุกตลาดในน้ำป่า,10.0,Positive
408,โรงแรมดี แต่สามารถได้รับการจราจรเล็กน้อยในบางครั้งในพื้นที่,8.5,Positive
409,โรงแรมของฉันประตูน้ำนั้นยอดเยี่ยมมาก ทำเลที่เข้าถึงได้มาก ใกล้กับทุกสิ่ง คุณสามารถเดินไปมาได้ใกล้ ในแกลเลอรี่ใบหยก,8.5,Positive
410,ทำเลที่ตั้งดีและการบริการยอดเยี่ยม ยกเว้นอาหารเช้าเป็นเสียงเดียวเล็กน้อย ไม่มีทางเลือกมากมาย,8.5,Neutral
411,เตรียมตัวให้พร้อมสำหรับค่าใช้จ่ายเพิ่มเติมหากข้อความไม่ตรงกับคนปัจจุบัน แต่ห้องพักสะอาดผ้าเช็ดตัวเปลี่ยนทุกวันมีรถตุ๊กตุ๊กฟรีไปยังตลาดประตูน้ำด้วยตลาดขนาดเล็กระยะทางแพลตตินั่มยังค่อนข้างใกล้เคียง สำหรับเมนูอาหารเช้าและขนาดลิฟท์ โดยรวมสามารถใช้เป็นทางเลือกในการพักอาศัยเมื่อมาถึงกรุงเทพ,8.4,Positive
412,มีแขกจำนวนมากรอการเช็คอินพวกเขาไม่อนุญาตให้เช็คอินก่อนเวลาและพนักงานไม่เป็นมิตร อาหารเช้ามีอาหาร จำกัด พวกเขาจะไม่เติมเงินอย่างรวดเร็ว แม้ว่าห้องพักดีและดี,5.9,Negative
413,ห้องอาบน้ำรั่วและนี่เป็นห้องใหม่ที่ดูเหมือนกับการขยายตัวของอาคารห้องนั้นแคบกว่าปกติ,6.6,Negative
414,ห้องพักสะอาดสะดวกสบายพวกเขามีรถตุ๊กตุ๊กฟรีสำหรับแขก และใกล้กับตลาดประตูน้ำ โรงแรมใบหยกสกายและแพลตตินัม ดีมาก,8.5,Positive
415,ตั้งอยู่ในทำเลที่ดีสำหรับการเดินทางรอบเมืองและซื้อของต่างเพราะอยู่ใกล้กับสถานีรถไฟฟ้าบีทีเอสและตลาดประตูน้ำ ห้องพักมีขนาดเล็ก แต่ได้รับการจัดอย่างดีและมีอุปกรณ์ครบครัน ราคายุติธรรมถ้าคุณเดินทางเป็นคู่หรือเป็นกลุ่ม อาหารเช้าดี สถานที่แนะนำขณะที่คุณเลือกประตูน้ำ,9.1,Positive
416,โรงแรมดีและทำเลอยู่ใกล้กับตลาดประตูน้ำและสถานีพญาไทคุณสามารถไปที่นั่นได้โดยการเดินหากความกังวลของคุณคือการช้อปปิ้งโรงแรมนี้เป็นสถานที่ที่เหมาะสมในการเข้าพักแม้จะเป็นโรงแรมราคาประหยัด แต่ห้องพักดี น้ำใช้ได้และอาหารเช้าก็อร่อยถ้าฉันกลับไปกรุงเทพฉันคิดว่ามันจะเลือกอีกครั้งขอบคุณ,8.8,Positive
417,ทำความสะอาดห้องพนักงานเป็นกันเอง,9.7,Positive
418,โรงแรมตั้งอยู่ในมุมด้านขวาและด้านซ้ายของผู้สร้างและน่ารำคาญนิดหน่อยเมื่อผ่านห้องพักของโรงแรมดีพนักงาน jutek อาจจะไม่เข้าใจภาษาอังกฤษ แต่ทุกอย่างก็โอเค ขอบคุณ,8.7,Neutral
419,ฉันทำสิ่งของหายประมาณ xx ดอลลาร์และพวกเขาไม่ได้ทำอะไรเลย,5.5,Negative
420,ฉันมีความสุขที่สุดที่นี่ ทำเลที่ตั้งสมบูรณ์แบบไม่ถึง นาทีจากตลาดประตูน้ำและศูนย์การค้าอื่น พวกเขามีรถตุ๊กตุ๊กฟรีเพื่อส่งคุณโดยรอบบริเวณโรงแรมหรือสถานีรถไฟฟ้าที่ใกล้ที่สุด,9.4,Positive
421,ห้องพักโอเคสะอาด แต่ค่อนข้างเล็ก ข้อร้องเรียนคืออาหารเช้ามีจานน้อยเกินไปลดลงถึง น แต่อาหารเกือบจะไม่สามารถใช้ได้อีกต่อไปหรือไม่เพิ่มอีกแม้ว่า น เพื่อปิดเคาน์เตอร์ที่ วัน แต่อาหารเหมือนกันมีเพียง จานเท่านั้นรถตุ๊กตุ๊กฟรี แต่ใช้งานน้อยลงตอนเย็นปิด ไปทางขวาถึง bts ครั้งไม่ใช่เดิน,5.9,Negative
422,อาหารเช้าทุกวันมีเมนูฉันทาน โมงเช้าฉันมีเมนู ข้างโรงแรมตอนกลางคืนมีคนดังกรีดร้องเหมือนเล่นกีฬาหรือทำอะไรบางอย่างทำความสะอาดห้องที่สกปรกด้วยขนบนพื้นเมื่อฉันเช็คอิน ข้อดีคือมีรถตุ๊กตุ๊กเพื่อเดินทางไปสถานีรถไฟฟ้าบีทีเอสหรือซอย,6.3,Neutral
423,ฉันเช็คอินล่าช้ากว่า ชั่วโมงเมื่อเทียบกับการจองขึ้นไปที่ห้องเพื่อดูประตูเปิดและพนักงานทำความสะอาดห้องพักนั่งคุยกันอยู่ ห้องพักกันเสียงได้แย่มาก สบู่แชมพูเจลอาบน้ำ in ไม่ควรใช้เลยบุฟเฟ่ต์อาหารเช้าเรียกว่าอาหารไม่ดี แต่แย่มาก โดยทั่วไปฉันรู้สึกว่าสิ่งนี้ไม่สอดคล้องกับราคา,5.8,Negative
424,มันดูเล็ก แต่ข้างในนั้นดี,9.7,Positive
425,ไกลพอจากทางหลวง ลิฟต์ของโรงแรมเล็กจริง แต่อาหารเช้าเล็กจริง คุณไม่จำเป็นต้องมีเส้นเลือดดำหากคุณต้องการทานอาหารเช้า เพราะความรีบเร่งในการต่อสู้เหนือสถานที่ พัก วัน วันไม่รวมอาหารเช้า โดยเฉพาะอย่างยิ่งเมื่อคุณพบใครบางคนที่ไม่มีอวัยวะเพศคุณสามารถกินอาหารเช้าและกลางวัน เย็นได้ ไม่ต้องแนะนำลูกสงสารลูกของคุณ มันมาจากฉันก่อน,6.1,Negative
426,โรงแรมสะอาดอาหารเช้าดีทุกที่ใกล้กับทริปถัดไปพักที่นี่อีกครั้ง ขอบคุณ traveloka,9.7,Positive
427,ทำเลที่ตั้งไม่ดี บริการยังไม่ดีมาก ไม่ใช่สถานที่ที่สะดวกสบายสำหรับการเข้าพักโรงแรมไม่แนะนำมาก,5.4,Negative
428,อ่านความคิดเห็นเกี่ยวกับโรงแรมและเลือกสถานที่แห่งนี้สำหรับการเดินทาง วันของคุณ ผิดเกินไปไม่ตรงกับราคา ห้องใหม่ แต่ไม่ได้มาตรฐาน ดาว ห้องน้ำไม่มีแปรง โรงแรมจัดในห้องน้ำ เสียงห้องพัก รถที่มีเสียงดังมากวิ่งข้ามเสียงดัง wifi แย่มาก ใช้เวลาเยอะมากลดลงอย่างต่อเนื่อง p s ไม่มีอาหารเช้าสดใสพรุ่งนี้เช้าดี แต่ไม่แน่ใจว่าจะใช้เงินทั้งหมดเพื่อเปลี่ยนโรงแรมอื่น คนควรเลือกโรงแรมนอกหรือตัวเลือกการตลาด ขอบคุณทุกคน,5.1,Negative
