,Review,Label
57,ห้องดูดี สะอาด พนักงานบริการดี สถานที่ตั้งเดินทางสะดวก เยี่ยมมาก แล้วจะกลับไปอีกครับ,Positive
58,ห้องพักกว้างกำลังดี ของใช้ดูใหม่ อ่างล้างหน้าอยู่นอกห้องน้ำ ประตูห้องอาบน้ำใช้อันเดียวกันกับห้องน้ำ เลื่อนปิดอย่างใดอย่างหนึ่ง โรงแรมบรรยากาศดี มีสระน้ำ มีระบบรักษาความปลอดภัยดีมาก พนักงานเป็นกันเอง ยิ้มแย้ม สุภาพ,Positive
59,รรสะอาด พนักงานเป็นมิตร ใกล้bts เดินทางสะดวก,Positive
60,ห้องดีมากเว่อร์เกินราคา บรรยากาศดีมากก เหมาะกับคู่รักมาฮันนีมูนค่ะ เตียงนี่นุ่มสบายแทบไม่อยากตื่นเลยค่ะ,Positive
62,ห้องพักสบาย ใกล้บีทีเอส และร้านอาหารคาเฟ่ต่างไป,Positive
63,โรงแรมใจกลางอารีย์เก๋ ห้องพักเล็กกะทัดรัด สะอาด ดูใหม่ โรงแรมมีความชิค เหมาะแก่การถ่ายรูป,Positive
64,โรงแรมดีมากค่ะ ของจริงตรงปกมาก เราเป็นผู้หญิงเดินทางคนเดียวแต่รับรองปลอดภัยและสะดวกสบาย แนะนำเลย รีเซปชั่นช่วยเหลือดี เราของบริการรีดผ้าแต่ทางโรงแรมไม่มี เขาแก้ปัญหาด้วยการหาเตารีดมาให้ในห้อง ประทับใจมากค่ะ,Positive
65,ห้องพักและการบริการดีมาก อยู่ไม่ไกลจากสถานีรถไฟฟ้าบีทีเอส แต่คุณสามารถเรียกมอเตอร์ไซค์ไปบีทีเอสอารีย์ได้ สถานที่ก็ยอดเยี่ยมและฉันอยากจะพักที่โรงแรมนี้อีก,Positive
66,ห้องพักของโรงแรมสะอาด ห้องของฉันค่อนข้างใหญ่และสะดวกสบาย โรงแรมปลอดภัย บรรยากาศดีมาก พนักงานเป็นกันเองและช่วยเหลือดีมาก สถานที่เหมาะสำหรับรถไฟฟ้าสถานีรถบัสและ หากคุณมองไปรอบ โรงแรมจะใช้เวลาช่วงวันหยุด โรงแรมที่ไม่เหมือนใครแห่งนี้เป็นโรงแรมที่ฉันขอแนะนำ,Positive
67,การนอนหลับที่ยอดเยี่ยมเป็นสถานที่ที่ดีสำหรับการพักในกรุงเทพขอขอบคุณสำหรับการอัพเกรดห้องนอนจากขนาดเล็กไปจนถึงขนาดกลาง,Positive
68,โรงแรมเพิ่งเปิดตัวครั้งใหญ่ในวันที่ ตค ดังนั้นทุกอย่างจึงเป็นแบรนด์ใหม่ พนักงานมีความเป็นมิตร และคุณมีน้ำนิ่งฟรีที่ล็อบบี้ เติมขวดของคุณเอง ข้อดี ห้องพักและโรงแรมสะอาดและเป็นระเบียบ สระว่ายน้ำสวย สถานการณ์ที่เงียบสงบ ไม่มีเสียงดัง สถานีจากจตุจักร พนักงานเป็นกันเองข้อเสีย ช่องทีวีส่วนใหญ่เป็นไทย ดังนั้นฉันไม่เข้าใจเลย อาจเพิ่มบางอย่างเช่น hbo โลกดาราภาพยนตร์จิ้งจอก สิ่งต่างประเทศข้างช่องข่าว สำหรับฉันมันค่อนข้างไกลจากรถไฟฟ้า ถ้าคุณไม่ชอบเดินมันก็เป็นการออกกำลังกาย อาจจะมีรถรับส่งฟรีไปยังสถานีรถไฟฟ้าบีทีเอสที่ใกล้ที่สุดในครั้งต่อไป อาหารเช้าเหมือนเดิมเสมอ ฉันพัก คืน แต่ก็ดีนะ ไข่คุณสามารถเลือกได้ แบบทอดต้มไข่เจียวและไข่กวน c ขนมปังปิ้งหรือครัวซองต์ ไม่กี่ด้านเช่นสลัด ผลไม้ มันฝรั่ง e ไส้กรอกหมูหรือเบคอน นม น้ำส้ม น้ำนิ่ง กาแฟ ชา เลือก ร้านอาหารไม่มี ชั่วโมงดังนั้นหากคุณหิวโหยในเวลากลางคืนคุณต้องออกไปข้างนอก มันมืดและเงียบนิด ในเวลากลางคืน แต่มี ใกล้เคียง อาจจะเป็นในอนาคตคุณสามารถเพิ่มช่องทีวีมากขึ้นตัวเลือกอาหารเช้ามากขึ้นและรถรับส่งฟรีไปยังสถานีรถไฟฟ้าบีทีเอส ขอบคุณ,Positive
69,โดยรวมแล้วมันเป็นเวลาที่ดีที่จะใช้เวลากับช่างฝีมือในห้องความสะอาดและพนักงานก็ดี แต่มันก็ยังมีบางอย่างเช่นไม่มีตู้เย็นในห้องและอุณหภูมิของน้ำไม่เสถียร,Positive
70,โรงแรมในรายละเอียดของงานฝีมือ การบริการในใจดีมาก ห้องพักสะอาด แต่ไม่มีตู้เย็น ไม่คุ้มกับอาหารเช้า เดินจากรถไฟฟ้าบีทีเอส นาที,Negative
71,ฉันชอบพักที่โรงแรมนี้ หาง่ายอยู่ กม จากตลาดนัดสวนจตุจักร พนักงานน่ารักและช่วยเหลือดี ห้องพักสะอาด ฉันสนุกกับทุกช่วงเวลาที่นี่ จะกลับมาพักที่นี่เมื่ออยู่ในกรุงเทพ,Positive
73,ดีมาก จะกลับมาพักอีก เวลาเข้า กรุงเทพ,Positive
74,ห้องพักสะอาด พนักงานบริการดีมาก ยิ้มแย้ม อาหารอร่อย ที่จอดรถสะดวกสบาย เดินทางง่ายมาก,Positive
75,ห้องตรงปก ใหญ่มากค่ะ มาที่นี่ ครั้งแล้ว ชอบค่ะ,Positive
77,สะดวก สะอาด บริการโอเค ห้องดี,Positive
78,สะดวก สบายดี สะอาด บริการดี,Positive
79,บริการดี อาหารอร่อย วิวดี ดีทุกอย่างค่ะ,Positive
80,ชอบมากห้องกว้างวิวเมืองสวย เตียงใหญ่,Positive
81,ดีมากครับ พักประจำครับ พนักงานบริการดีครับ อาหารเช้ามีให้เลือกเยอะครับ,Positive
82,บริการดีเป็นกันเองห้องใหญ่เตียงใหญ่หาของกินง่ายเดินทางสะดวกด้วยรถไฟฟ้า,Positive
83,ห้องกว้าง สะอาด โล่งโปร่ง และราคาไม่แพง แนะนำเลยครับ,Positive
85,ดีมาก พนักงานให้บริการดีมาก สุภาพมาก ห้องพักสะอาด แม่บ้านทำงานตลอด อัธยาศัยดี เดินทางสะดวก กลับไปพักอีกแน่นอนค่ะ ใครกำลังหาที่พักดีราคาไม่แพง แนะนำเลยค่ะ,Positive
86,ดีย์ มาก แบบอยากไปนอนอีกทุกวันคือดีไม่ไหว,Positive
87,ดี i love ประทับใจอยากไปพักอีก,Positive
88,บริการไม่ดี ไม่โอเคคับ สู้ลาดพร้าวไม่ได้,Negative
89,พนักงานงานชายบริการแย่ พูดจาและบริการควรได้รับการอบรมให้มากกว่านี้ พอลูกค้าเยอะ พนักงานค่อนข้างละเลยในการให้บริการ,Negative
90,ดีมากบริการดีห้องใหญ่เงียบสงบหาของกินได้,Positive
91,ดีมากครบครันเป็นโรงแรม ดาวที่บริการ ติดถนนห้องสะอาดเตียงใหญ่,Positive
92,ที่พักดีมากครับติดถนนใหญ่สะดวกสบายบริการดี,Positive
94,สบาย บรรยากาศดี สะอาด พนักงานต้อนรับดีมาก,Positive
95,ดีมาก สะอาด ตอนรับดี เงียบสงบไม่เสียงดัง,Positive
96,ห้องสะอาด กว้างขวาง บริการไวค่ะ ทำเลสะดวกมีทั้ง และสตาบัคค่อนข้างหาของกินง่ายดีค่ะ,Positive
97,ดีมากค่ะ ทุกอย่างตรงปก สวยคุ้มเกินราคา ไม่คิดว่าจะเจอ ที่พักดีดี ราคานี้ในอารีย์,Positive
98,บริการดีค่ะ เช็คอินเช็คเอ้าท์เร็ว อาหารเช้าดีพอใช้ เตียงหลับสบาย มีสระเด็ก,Positive
99,ถ้าเทียบกับโรงแรมในเครือ uhg อีกโรงแรมที่ไปพักมา โรงแรมนี้คือ luxury มากเมื่อเทียบกับราคา มี bts อารีย์อยู่ใกล้ประมาณ เมตร ถ้ามีโอกาสจะกลับไปพักอีกครับ,Positive
100,ห้องพักสะอาด วิวเมืองสวย เหมาะกับการพักผ่อนมาก เดินจาก bts อารีย์ไม่ไกล,Positive
101,ใจกลางเมือง มีร้านอาหารร้านสะดวกซื้อด้านล่าง ใช้อาคารร่วมกับสำนักงานเช่า ลิฟท์จากชั้นจอดรถคนเยอะไปหน่อย,Positive
102,ที่พักหรู วิวห้องสวยงาม การบริการที่ดีเยี่ยม อาหารเช้าที่มีหลายเมนูให้เลือกทาน ประทับใจ จะกลับไปพักอีก,Positive
103,ห้องพักสะอาดมากครับ ไว้มีโอกาสจะกลับมาใช้บริการใหม่,Positive
104,ห้องสะอาด ราคาไม่แพง คุ้มค่ามาก ภายในอาคารมีทั้ง starbuck the pizza,Positive
105,ห้องสวยสะอาดราคาดี วิวเด็ดมาก,Positive
106,ห้องพักดีมากค่ะ ถึงขนาดจะไม่ได้ใหญ่มาก แต่มีทุกอย่างครบ เตียงนอนสบาย เงียบสงบดีค่ะ มีสระว่ายน้ำด้วย มีเวลคัมดริ้งด้วย พนักงานบริการดี ลิฟต์เร็วมาก เยี่ยมเลยค่ะ จะกลับมาพักอีกค่ะ,Positive
107,ห้องสะอาด กว้างขวาง ไม่อึดอัด กระจกใสห้องน้ำมีม่านปิดให้นะ มีอุปกรณ์ครบ กาน้ำร้อน ไดร์เป่าผม ตู้เย็น และไมโครเวฟ ที่สำคัญมีปลั๊กไฟแทบทุกมุมห้อง ชอบมาก อาหารเช้าหลากหลาย เข้ามาพัก คืนพาแม่มาหาหมอตามนัดที่รพรามา ยังพอมีที่จอดรถให้ในวันธรรมดา แม่ติดใจชอบมากบอกมาคราวหน้าจะมาพักที่นี่อีก ปลพนักงานสุภาพ มารยาทดีครับ,Positive
108,พักที่นี่เป็นประจำ สบาย รวมคือดีค่ะ,Positive
109,ห้องดี วิวดีมาก นอนดูวิวได้ตั้งแต่บนเตียง ขึ้นไปรูฟท็อปก็ยิ่งดีมาก ที่สำคัญที่สุดพนักงานดีมาก โดยเฉพาะรีเซฟชั่นที่ชื่อโรส เราทำพระหายในห้อง พนักงานก็ตามหากันใหญ่ จนทุกคนบอกว่าคงไม่ได้คืนแล้ว จนเราถอดใจ แต่เค้าก็ยังตามกันต่อจนได้คืน น่ารักมากจริง ขอบคุณอีกครั้งด้วยคะ มาพักกันได้ปลอดภัยทั้งคนทั้งของจริงคะ,Positive
110,ดีมาก ชอบมาก สะดวกสบาย พนักงานบริการเยี่ยม สิ่งอำนวยความสะดวกดีสุด สระว่ายน้ำสวยมาก,Positive
111,ผ้าเช็ดตัวแขกคนเก่ายังอยู่ในห้องพักอยู่ ตอนเข้าพัก,Positive
112,ห้องพักสะอาด พนักงานบริการดีมากค่ะ,Positive
113,โรงแรมดีมากค่ะ ห้องใหม่ กว้างและสะอาด เดินทางง่าย ด้านล่างมีเซเว่นและร้านอาหาร ไม่ใกล้จากบีทีเอสมาก โรงแรมมีที่จอดรถค่ะ แต่ถ้าจอดคิดเพิ่ม บคืนคันค่ะ,Positive
114,ดีมาก ทุกอย้างดี จะมาอีกค่ะ,Positive
115,ที่พักดี สะอาด เดินทางสะดวกค่ะ,Positive
116,ห้องสะอาด ขนาดกำลังดี ปลั๊กไฟมีทุกจุดที่จำเป็นต้องใช้ นั่นหมายความว่าการออกแบบห้องดีมากค่ะ อาหารเช้าหลากหลาย สระว่ายน้ำวิวสวย ฟิตเนส ซาวน่าครบครัน ที่สำคัญพนักงานบริการได้อย่างดีเยี่ยมทุกส่วนเลยค่ะ ชอบมากค่ะ ครั้งหน้าไปกทมที่แรกที่ตัดสินใจจะไปพักคือที่นี่อีกแน่นอนค่ะ,Positive
117,ที่พักดี สระน้ำสวย บริการดีมาก ไปพักบ่อยมากค่ะ ข้าวล่างมีสตาบั้ค เซเว่น ที่ท่องราตรีก็เพียบ แจ๋วเลย,Positive
118,บรรยากาศดีมากครับ มาเข้าพักที่นี่บ่อยมาก,Positive
119,ห้องพักสะอาด พนักงานบริการดี วิวสวย เดินทางมาสะดวก,Positive
120,พนักงานพูดจาดี ห้องใหญ่ สะอาด มีสิ่งอำนวยความสะดวกครบครัน วิวดี,Positive
121,ห้องดี แต่ห้องน้ำระบายไม่ทัน ลานจอดรถสวนกัน และหาที่จอดยากไปหน่อย,Positive
122,โรงแรมสะอาด วิวสวย บริการดีมากค่ะ,Positive
123,ห้องพักใหม่ สะอาด กว้าง พักที่ชั้น วิวสวย การเดินทางสะดวก ใกล้ bts ชั้นล่างของตึก มีร้านสะดวกซื้อ กาแฟ อาหารครบ,Positive
124,บริการดี ประทับใจ สะอาดและสะดวกสบายค่ะ,Positive
125,ดีทุกอย่างค่ะ รับรองไม่ผิดหวัง,Positive
126,ชอบมาก ห้องพักโปร่งสบายหรูหราดี,Positive
127,พนักงานต้อนรับพูดคุยดีมาก ห้องสะอาด ทำเลดีใกล้ป้ายรถเมล์และ bts,Positive
128,ที่พักสะดวกในการเดินทาง ห้องพักใหม่และสะอาด พนักงานยิ้มแย้ม ได้พักชั้น ห้องพักวิวดี สวยทั้งกลางวันและกลางคืน,Positive
129,พนักงานพยายามขึ้นราคาค่าขนส่งโดยเพิ่มค่าทางด่วน แต่จริง แล้วไม่มี น้ำยาทำความสะอาดขโมยเสื้อ lacoste ของพ่อแม่ฉันไป ไม่สามารถซ่อนมันไว้ได้เพราะมันพันอยู่กับเสื้อพี่ชายของฉัน แต่มีเพียงเสื้อตัวเก่าที่หายไปเท่านั้น น่าผิดหวังมาก พยายามติดต่อเจ้าหน้าที่ทางอีเมลและเฟสบุ๊คแต่ไม่มีการตอบกลับ,Negative
130,โรงแรมสวยพร้อมห้องพักและบริการที่สวยงาม อย่างไรก็ตามห้องน้ำมีกลิ่นเหม็น บุฟเฟ่ต์อาหารเช้าอร่อยเสมอ,Positive
131,good service hotel ตั้งอยู่ใกล้กับร้านอาหารมื้อเย็น ทำความสะอาดอาหารทุกห้อง,Positive
132,ห้องพักใหญ่และสะอาด อาหารอร่อย สระว่ายน้ำยอดเยี่ยม เรามีความสุขกับการเข้าพักที่นี่ โรงแรมนี้ขอแนะนำอย่างยิ่ง,Positive
133,บรรยากาศดีและอาหาร ห้องพักเป็นระเบียบเรียบร้อยจริง,Positive
134,ทำเลที่ตั้งดีเยี่ยมวิวและพนักงานน่ารัก ห้องพักมีขนาดกำลังดีและสะอาด,Positive
135,วิวสวยและอาหารเช้าอร่อยมาก อยากจะแนะนำเพราะมันอยู่ในใจกลางของกรุงเทพ ใกล้สถานีรถไฟฟ้าบีทีเอสและอาหารสามารถเดินไปได้ ฉันจะกลับไปจริง ที่จริงแล้วเราเช็คอินก่อนหน้าจากเวลาจองเราจ่ายเพิ่มอีก บาท แต่ก็โอเค พวกเขาให้เรารอในล็อบบี้และกระเป๋าเดินทางของเราเพื่อความปลอดภัยเราจึงนอนหลับได้ พนักงานของพวกเขาเป็นมิตร ฉันชอบทุกอย่างเกี่ยวกับโรงแรมนี้ จะจองที่นี่อีกแน่นอนเมื่อเรากลับไปที่กรุงเทพ,Positive
136,โรงแรมสวยสะอาดและใกล้ร้านอาหารใกล้ห้างสรรพสินค้าและ starbuck การออกแบบที่ดี,Positive
137,ฉันสั่งห้องดีลักซ์ซึ่งมีโซฟาบนรูปภาพหลังจากที่ฉันเช็คอินมันกลับกลายเป็นว่ามันไม่มีโซฟาที่มีแค่เตียง โดยรวมแล้วถือว่าดีนั่นคือทั้งหมดที่อยู่ในภาพถ่ายพร้อมกับความจริงที่ว่าสิ่งอำนวยความสะดวกนั้นแตกต่างกัน,Positive
138,สนุกสะอาดบริการเป็นกันเองทำเลดีราคาไม่แพง วันหนึ่งฉันจะกลับมาพักอีก,Positive
139,จะกลับไปพักอีกแน่นอนคะ ถ้าได้แวะไป กรุงเทพ หัองพักใหญ่มาก ทำเลดี เหมาะกับการช๊อปปิ้ง และชอบการต้อนรับจากพนักงานที่ดีเยี่ยม,Positive
140,รอเช็คอินนานมาก ไม่ประทับใจพนักงานต้อนรับผู้ชายน่าจะเป็นต่างชาติ บริการแย่มาก ผิดหวัง ส่วนพนักงานคนอื่นอื่นโอเคนะ ห้องพักกว้าง ห้องน้ำกว้างมาก ส่วนบุฟเฟ่โอเคค่ะ,Negative
141,ตอนแรกได้ห้องเก่าและเหม็น ไม่ตรงตามที่จองไว้ แต่าพนักงานเปลี่ยนห้องให้ พอรับได้ วิวสวย แต่ควรปรับปรุงห้องให้ดี จะน่าพักมากกว่านี้,Negative
142,ห้องใหญ่กว้างมาก แบ่งเป็นโชนดีมาก,Positive
143,ห้องสวย สะอาด ราคาไม่แพง วิวสวยรอบด้านค่ะ,Positive
144,ห้องสะอาดมาก ห้องใหญ่กว้างมาก ชอบ,Positive
145,ดีมาก ชอบค่ะ มีโอกาสจะไปอีกครั้งคุ้มราคา,Positive
146,ห้องพักสะอาด ราคาไม่แพง อาหารใช้ได้,Positive
147,พนักงานบริการดี พูดจาสุภาพ ห้องกว้าง สะอาด,Positive
148,พนักงานบริการดีมาก ทุกอย่างดีมาก ต้องกลับมาพักอีกหลาย ครั้ง,Positive
149,พนักงานต้อนรับที่ทำการ check in อยู่หน้าเคาน์เตอร์ควรจะยิ้มบ้าง งานบริการ,Negative
150,ห้องดี วิวสวย ใกล้ที่ช้อป พนักงานบริการดี พูดจาไพเราะ ️,Positive
151,ห้องนี้เหมือนรูปที่จองไว้ สะอาด จะกลับมาใช้บริการอีกในไม่ช้า ราคาก็ประทับใจค่ะ,Positive
152,ดีมากค่ะ พนักงานบริการดี ห้องพักกว้างขวาง,Positive
153,พนักงานสุภาพเรียบร้อยให้บริการเป็นอย่างดี,Positive
154,แต่ห้องน้ำเหม็น ได้ห้องมุม ติดห้องแม่บ้านทำความสะอาด,Negative
155,ดีจริง เทรนพนักงานมาดีมากครับ โดยรวมชอบครับ,Positive
156,ห้องพักกว้างที่นอนหลับสบายไม่ปวดหลังอาหารเช้ามีให้เลือกเยอะดี,Positive
157,มันโอเคมากเลยอ่ะ ดูแลเทคแคร์ดี,Positive
158,ดีมากค่ะ ราคาไม่แพง บริการดีงาม,Positive
159,การบริการดีมาก ห้องพักก็โอเค วิวสวย,Positive
160,ห้องสะอาด ที่นอนอุ่นดี นุ่มนวล บริการดีมาก,Positive
161,พนักงานบริการดีมาก วิวสวย อยู่ในย่านการค้า ชอบครับ,Positive
162,สวยมากครับ พนักงานดูแลดี ตลอดเส้นทางครับ ชอบ,Positive
163,ห้องพักเก่าไปหน่อยครับ ทำให้ใีกลิ่นอับ เหมือนไม่สะอาด,Positive
164,โรงแรมค่อนข้างเก่านิดนึง แอร์เย็นช้า ม่านเก็บแสงไม่มิดตอนเช้า,Positive
165,บริการดี ทุกอย่าง สามารถเรียกได้ตลอดชม,Positive
166,ประทับใจตั้งแต่เดินลงจากรถเลยค่ะ ทุกคนบริการดีมาก โรงแรมสวย ห้องสวย วิวคือที่สุด บุฟเฟ่ต์ก็อร่อย,Positive
167,พนักงานบริการดีมาก ห้องกว้างและสะอาด,Positive
168,พนักงานบริการดีมาก ห้องนอนดีบรรยากาศดีมาก,Positive
169,เป๊ะ ทุกรายละเอียดการออกแบบ ยิ่งนานยิ่งแตกต่าง อบอุ่น หนักแน่นคงทน สวยงามจนน่าอัศจรรย์ใจ ชอบที่นี่จังค่ะ,Positive
170,พนักงานตอนรับดีมากตั้งแต่หน้าโรงแรมถึงล็อบบี้ค่ะ ห้องดีวิวเริ่ดมากแม่,Positive
171,ห้องพักดี คุ้มราคา พนักงานอัพเกรดเวลคัมดริ้งให้ไปชั้น คือดีมากก จุดชมวิวชั้น ก็คือดี เสียดายเวลาน้อยไป เลยไม่ได้ทานอาหารเช้า พนักงานคือบริการดีมาก ทุกจุดค่ะ ประทับใจ ไว้จะไปพักอีกค่ะ,Positive
172,ห้องนอนห้องน้ำกว้าง เตียงหมอนนุ่มหลับสบาย อาหารเช้าเยอะ บุฟเฟต์ซีฟู้ดชั้น อาหารให้เลือกกินเยอะ อาหารทะเลสด แม้ตัวจะเล็ก แต่กินไม่อั้น กินจนอิ่ม ยังไงก็คุ้มกับราคา แถมได้ชมวิวเมืองสวยอีก พนักงานบริการดีมากครับ เสริฟอาหารให้ถึงโต๊ะเลย จะกลับไป baiyoke sky อีกครับ,Positive
173,ชอบมากห้องสะอาดเสียงเงียบดี ไว้มาพักอีกแน่นอน,Positive
174,ดีมาก คุ้มค่ามาก พนักงานบริการดีมาก ห้องพักสะอาด สิ่งอำนวยความสะดวกครบ,Positive
175,ดีคะ เสียอย่างเดียวห้องพักมีกลิ่นบุหรี่,Negative
176,ประทับใจในบริการ ไปพักมาสองครั้งแล้วคุณพ่อชอบบุฟเฟต์ซีฟู้ดนาชาติค่ะ,Negative
177,ห้องที่จองไว้ เวลาไปพักได้ห้องแบบอื่น เจ้าหน้าที่แจ้งว่าห้องพักเต็ม ทั้งที่จองไว้ล่วงหน้า งง เลย,Positive
178,วิวสวย เงียบดี หลับสนิท ห้องพักกว้างมาก อาหารเช้าชั้น มีบริการเยอะ หลากหลาย พนักงานแนะนำดี ลืมของไว้ทางโรงแรมช่วยเหลือตามหาให้และจัดส่งมาให้ถึงบ้านเรียบร้อย,Positive
179,วิวสวยมาก พนักงานบริการดีมากค่ะ,Positive
180,ห้อง ok แต่การเดินทางไม่ค่อยสะดวก,Negative
181,ห้องพักสะอาด บริการดี อาหารอร่อย ใกล้แหล่งช็อปปิ้ง,Positive
182,รอเช็คอินใช้เวลานาน มีมัดจำห้องละ บาท แพงมาก ไม่เคยเจอ ว่าต้องจ่าย มัดจำมากขนาดนี้ คนรอใช้ลิฟท์เยอะ ห้องพักสะอาดน้ำไหลแรง อาหารเช้ามีให้เลือกหลากหลายรสชาติอร่อย,Negative
183,พนักงานให้บริการดีมากคะ ห้องพักสะอาด,Positive
184,ไปพักคนเดียวแต่พนักงานอัพเกรดห้องเป็นห้อง family ให้จากที่จ่ายพันกว่าบาท ได้ห้องเกือบห้าพัน คุ้มมากครับ,Positive
185,ห้องเก่า แต่สะอาด เตียงนอนสบาย วิวสวย อาหารเช้าใช้ได้,Negative
186,ได้อัฟเกรดห้อง เพราะห้องที่จองเหม็นบุหรี่มาก ห้องใหญ่มาก สะอาด เตียงนอนสบาย วิวสวย แต่ห้องเก่า พรมเก่า อาหารเช้าหลากหลาย ไก่ตุ๋นอร่อย ได้ขึ้นชมวิวฟรีทั้งเย็นและเช้า,Negative
187,จองห้องปลอดบุหรี่ไป แต่ห้องพักมีกลิ่นบุหรี่คลุ้งทั้งห้อง พนักงานฉีดสเปรย์ดับกลิ่นก็ยังไม่สามารถดับกลิ่นบุหรีในห้องได้เลย,Negative
188,ห้องพักถือว่าโอเคเลย แต่วุ่นวายมาก มีแต่ทัวร์ ไม่ว่าจะทางขึ้นโรงแรม ลิฟต์ ดูวุ่นวายไปหมด เสียงดัง ความเป็นระเบียบไม่มี,Negative
189,รร ห้องกว้าง วิวดี เตียงนอนสบาย แม้ไม่หรูหรา แต่ก็นอนหลับสบาย แขกสามารถ ขึ้นไปชมวิวบนชั้น กว่า ได้ วิวดีมาก สามารถเดินมาขึ้น รถเมล์ที่วื่งไปสนามบินดอนเมืองได้ที่ป้ายหน้ารร อินทรา ถ้ามาจากดอนเมือง ก็นั่ง a มาลงแถว หน้า รร ได้ สะดวกมาก ข้อเสีย สระว่ายน้ำเล็กและ ไม่สวย สรุป ถือว่าดีเลย,Positive
190,ดีมากเลยค่ะ สะดวกสบาย พนักงานบริการดี,Positive
191,พนงบริการดีมาก ห้องสะอาด แต่ที่ปรับอุณหภูมิของตู้เย็นเสีย ทำให้ตู้เย็นอุ่น ห้อง แจ้งฟร้อนไปแล้ว ทำเลสะดวกมากค่ะ,Positive
192,พนักงานบริการดีมากค่ะ ยิ้มแย้มทักทายตลอดเวลาที่เดินผ่าน อาหารเช้ารสชาติดีมีให้เลือกหลากหลาย ห้องพักสะอาด กว้างใหญ่ วิวสวย,Positive
193,ห้องกว้างมาก สะอาด วิวสวย อาหารเช้าก็ดีมาก,Positive
194,ห้องพักดีวิวเมืองสวย ห้องพักสะอาด ได้รับบริการที่ดีจากพนักงาน,Positive
195,ห้องพักสบาย เช็คอินรวดเร็ว ใกล้รถไฟฟ้า มีตลาดนัด และห้างเดินได้ทั้งวัน อาหารเช้าเยอะมาก รสชาติอร่อยดี ห้องน้ำกว้างขวาง สะอาด พนักงานต้อนรับดี ขึ้นไปดาดฟ้าถ่ายรูปได้วิวสูง แต่ตอนนี้เขาทำหลังคาปิดด้านบนไว้ น่าจะเพราะที่เป็นข่าวมีคนปีนขึ้นไปบนยอด โดยรวมโอเค เหมาะสายช้อปปิ้ง,Positive
196,ดีทุกอย่างยกเว้นทีวี อินเดียเยอะมากเหม็นมาก พนักงานดีพูดได้หลายภาษา,Negative
197,พนักงานต้อนรับดี อาหารเยอะมากคะ,Positive
198,ห้องพักกว้างมาก แบ่งโซนเป็นสัดส่วนดี วิวดี,Positive
199,โรงแรมใจกลางเมือง เป็นโรงแรมที่อยู่ใจกลางเมืองรอบข้างจะมีบริเวณแขกมากมายแต่ก็ไม่ได้ทำให้เสียอารมณ์หรือบรรยากาศใดใดเพราะว่าโรงแรมมีไซด์ที่ที่ดีมาก ส่วนห้องพักค่อนข้างจะเก่า การบริการพนักงานดีมากเพราะว่าคุ้มค่ากับราคาที่จ่ายไปได้ถูกอัพเกรดเป็นห้องเดี๋ยวรถรูมทำให้ประทับใจมากแล้วก็ได้ขึ้นอยู่ไปชมวิวชั้นบนสุดส่งกรุงเทพยามค่ำคืนกลับบุฟเฟ่ก็ค่อนข้างจะคุมแล้ว,Positive
200,ห้องพักโอเค ตามอายุโรงแรมแต่ก็ถือว่าสะอาด กลิ่นท่อแรงไปค่ะ นี่จองห้องซูพเรียสวีท ได้ชั้น สัญญานอินเตอร์เนตแย่มาก ทีวีเคเบิ้ลกระตุกบ่อย โรงแรมดาวควรจะปรับปรุงมากกว่สนี้ค่ะ แต่เจ้าหน้าทุกคนต้อนรับน่ารักมากค่ะ,Negative
201,ห้องพักกว้างดีค่ะ วิวสวย ขึ้นไปชมวิวได้ฟรี พนงบริการดีมากค่ะ ที่สำคัญฝากกระเป๋าได้ด้วย,Positive
202,ห้องพักกว้างดี หมอนนุ่ม เตียงนุ่ม แต่ชาวต่างชาติเยอะมาก โรงแรมมีครบหมด วิวสวย,Positive
203,ร้องขอเช็คอินตอนเที่ยง เพราะบินมาถึงเช้า แต่ก็ต้องมานั่งรออยู่ดี เพราะคำร้องขอไม่เป็นผล รอจนบ่าย ทั้งเหนื่อย ทั้งง่วงจ้า,Negative
204,ดีมากคะ เตียงนุ่มหลับสบาย อาหารหลากหลาย ดีมากคะ,Positive
205,พนักงานน่ารักมาก ดูแลดีมากค่ะ ช่วยเหลือตลอด บริการดีมาก ห้องพักดีไซน์ดีค่ะ ห้องน้ำกว้างดีมาก แอร์เย็นค่ะ วิวสวย แต่ทัวร์จีนลงเยอะไปหน่อยค่ะ โดยสรุปโรงแรมบรรยากาศดีค่ะ แต่ที่เรตไม่ดีเพราะ ทะเลาะกับแฟนแล้วรู้สึกแย่มากถึงมากที่สุดค่ะ เลยต้องลงมานั่งข้างล่างค่ะ บรรยากาศพังมากค่ะ แต่สถานที่และบริการโดยรวมดีมากค่ะ,Positive
206,ประทับใจมากค่ะ ห้องพักกว้าง วิวสวยดีค่ะ จะมาพักอีกแน่นอนและจะแนะนำเพื่อนมาพักที่นี่ค่ะ,Positive
207,ห้องพักกว้างดีค่ะ บรรยากาศดีเริ่ด และจะกลับมาพักอีกแน่นอนค่ะ,Positive
208,ห้องสวย สะอาด น่าอยู่ หลับสนิทตลอดคืน แถมวิวสวยมากเลยค่ะ สะดวกสบาย ถ้ามีโอกาสจะกลับไปพักอีกครั้งคะ,Positive
