,Rating,Review_split
552,9.6,ที่พักคุ้มค่าคุ้มราคาค่ะ ใกล้ bts เดินทางสะดวก เจ้าของน่ารักพูดจาดี ประทับใจมากค่ะ
553,10.0,ดีมาก คุ้มเงินมาก จองเลยยย
554,6.4,โรงแรมใกล้แหล่งของกิน ใกล้bts ราชเทวี ห้องค่อนข้างกว้าง ประตูห้องพักแอบล็อคไม่ได้ ความสะดวกในเรื่องของที่จอดค่อนข้างดี แต่ข้อเสียทางเข้าที่จอดรถค่อนข้างหายากถ้าไม่สังเกตทางเข้าดีจะหายากมาก โรงแรมเปิดทางเข้าด้านหน้าแค่ด้านเดียว ข้าง ส่วนทางเข้าด้านข้างปิด ใครขับรถตั้งgps มาต้องระวังด้วยนะคะ เพราะ gps จะปักหมุนให้เข้าทางข้างโรงแรม ต้องไปกลับรถใหม่ค่อนข้างค่อนไกล ราคาโดยรวมถือว่าโอเครค่ะ ราคาไม่แพง
555,10.0,ตรงปก ทำเลดี
556,10.0,ที่พักสะอาด ห้องกว้าง ราคาห้องถูก
557,10.0,ห้องพีกกว้าง สะอาด ดช็คอินได้ชม ของกินเยอะ ใกล้ห้าง เดินทางสะดวก
558,6.4,ทำเลดี สถานที่ดี แต่ไม่มีการเก็บเสียง เสียงทั้งจากถนน ข้างห้องได้ยินทั้งหมด นอนไม่หลับแน่นอนสำหรับคนที่นอนหลับยาก
559,9.6,เดินทางสะดวก มีป้ายรถเมล์หน้าที่พัก
560,8.8,หากจองห้อง standard แล้วขอเป็น twin bed จะเสียเงินเพิ่มตอนเช็คอิน คืนละ ฿ ต่อห้อง สอบถามก่อนเข้าพักดีนะคะ ถ้าไม่อยากเสียเงินเพิ่ม
561,10.0,เก่าไปนิด แต่ทุกอย่างดีมาก
562,8.4,ทำเลที่ตั้งดี ใกล้รถไฟฟ้า หาของกินสะดวก ของกินเยอะมาก
563,9.2,สะดวก ใกล้ bts ราชเทวี
564,5.6,ห้องไม่เก็บเสียง ห้องอื่นคุยกันหรือพูดกันจะได้ยินแบบรำคานหูเลย
565,4.4,พนักงานกะดึกแย่มาก
566,5.6,พนักงานบริการตอนกลางคืน ที่เป็นลุง พูดจาไม่สุภาพ เสียงแข็ง ไม่มีความต้อนรับลูกค้าเลย ถ้าง่วงลุงแค่ไปนอน ถ้าไม่พร้อมลุงแค่ไม่ต้องทำครับ ส่วนพนักงานคนอื่นบริการดีมากครับ ขอบคุณครับ
567,8.4,ห้องสภาพโอเคนะ จองตอนลด แต่ถ้าราคาเต็ม ขอคิดอีกที ประตูระเบียงมีปัญหาแต่เคลมได้ ไวอยู่ เช็คเอ้า เช็คอินไว
568,2.0,ราคาก็แพงมากไม่มีอะไรกินก็ลำบาก
569,8.0,ที่พักใจกลางเมือง สะดวกกับการเดินทาง มีลานจอดรถให้จอดสำหรับคนเอารถมา ห้องสะอาดประมาณหนึ่งแต่ก็มีร่องรอยความเก่าอยู่เล็กน้อยแต่ก็สมกับราคาอยู่
570,4.4,ทุกอย่างพอใช้ได้ แต่ทีวีมีแต่อินเดียครับ พยายามกดหาช่องที่เป็นภาษาอื่นแล้วไม่มีเลย
571,8.4,ห้องไม่คาดเก็บเสียง ใครพูดอะไรข้างนอกห้องได้ยินหมด นอกนั้นโอเค ทำเลติดถนน ไปมาสดวกดี
572,9.2,ใกล้กับร้านอาหาร ของกินเยอะ มีใต้หอพักเลย แต่ที่นอนแข็งมาก เตียงเป็นแบบเอาที่นอนฟุตมาติดกันเตียง แล้วแข็งด้วย นอนปวดหลังสุด
573,7.2,หอพักมาดัดแปลงเป็นโรงแรม ชั้น แพงไปนิดสัก กำลังดี
574,4.8,ไม่ตรงปกกกกกก
575,8.0,ห้องกว้างขวางดีมากครับ แต่แอร์เก่าไปหน่อยและไม่เย็น
576,8.4,พักกี่ครั้งก็ยังประทับใจคุ้มค่า เดินทางสะดวก ใกล้ย่านอาหารด้วย
577,10.0,
578,10.0,ที่พักดีมาก เดินทางสะดวกด้วย มีร้านอาหารล้อมรอบเลือกได้ตามใจชอบเลย ด้านล่างมีเซเว่นด้วย โดยรวมคือ ดีค่ะ มัดจำ บาท ได้คืนตอนเช็คเอ้านะ
579,8.0,ทีวีแต่ละช่องไม่ค่อยชัด ควรปรับปรุงหน่อยครับ
580,8.4,ที่พักสะอาด สิ่งอำนวยความสะดวกครบ เดินทางง่าย ใกล้สถานีรถไฟฟ้าราชเทวี
581,10.0,โดยรวมคือดี เดินนาที ถึง bts ราขเทวี ไปพักตอนจะไปสอบ พนักงานพูดดีมาก พูดจาสุภาพ ข้างหลังเป็นคาเฟ่อเมซอน ก็คือ ประตูติดกันไปเลยจ่ะ ดีเว่อ ซอยข้างมีของขายเยอะมาก แต่เป็นของกิน เดินเข้าไปหน่อยหมูทอดอร่อย ที่จายเป็นขีดนะ เซเว่นข้างหน้าก็มี เดินไปในซอยก็มี เห็นมีร้านขานมไข่มุก ถ้าว่างก็เดินไปแพลทตินัมได้อ่ะ ถ้าเป็นคนเดินเก่งนะ ห้องพักสะอาด ห้องน้ำก็ดีมาก ค่าส่งซักรีดค่อนข้างราคาสูง ไฟในห้องสว่างไม่สุดอยู่ดวง แต่โดยรวมคือคุ้มค่ะ
582,8.0,ห้องกว้าง สภาพห้องกลางไม่เก่าไม่ใหม่ พนักงานเป็นกันเอง สะดวกในการเดินทาง พักที่นี่ทุกครั้งที่มา บางห้องฝักบัวน้ำไม่ค่อยแรง
583,9.2,ใกล้แหล่งท่องเที่ยว พนักงานดูแลดีมาก ราคาคุ้มค่า
584,9.6,ที่พักสะอาด ตามรูปที่โชว์ มีลิฟ อยู่ห่างจาก bts ราชเทวีเดิน นาทีถึง หน้าโรงแรมมีจุดขึ้นรถเม สะดวกดี พนักงานน่ารัก ในระบบให้เชคอิน แต่ไปถึง น พอ ก็เชคอินได้ ดีมากกกก แอร์เย็นมากก แต่เสียดายที่ห้องที่อยู่ชั้นเดียวกัน เสียงดังมากกกกกกก แต่โดยรวมเกี่ยวกับโรงแรมถือว่าโอเคเลย
585,6.8,มาบ่าย พนักงานบอกห้องยังไม่เสร็จแย่มาก เตียงคู่ กดตอนจอง มาถึงคิดเงินเพิ่มบาท พักมาพึ่งเคยเจอระบบแบบนี้
586,4.4,ที่พักติดถนนใหญ่ เสียงดัง
587,9.2,ไม่มี
588,6.8,เดินทางได้สะดวก
589,7.6,ทำเลดีมากติดกับ ห้องพักสะอาดค่ะ
590,8.0,ทำเลสะดวกในการเดินทาง ของกินมีรอบหาทานได้ง่าย กลับจากทำงานยังมีของให้ทานไม่ลำบาก
591,8.0,พนักงานให้กุญแจห้องผิด เปิดเข้าไปมีห้องที่มีคนเข้าพักอยู่แล้ว พนักงานลืมว่าลูกค้าจ่ายเงินค่าที่พักไปจำนวนเท่าไหร่ ต้องโทรมาถามซ้ำกับลูกค้าว่าจ่ายครบไหม
592,6.4,จองห้องเป็นเตียงเดียว แต่ว่าเตียงที่ได้เป็น single แล้วเอามา combine ซึ่งเวลานอนเตียงแยกเป็นช่องโหว่ง ทำให้การนอนไม่สะดวกสบาย มาพักที่ ครั้งแล้ว พบปัญหาเดิม ตลอดเลย
593,6.8,โดยรวมพอใช้ค่ะ แต่ถ้าใครไปคนเดียวแนะนำนอนเตียงใหญ่เตียงเดียวค่ะ เพราะถ้าเตียงคู้มีค่าใช้จ่ายเพิ่มอีกคืนละ บาทต่อห้องแต่ทางที่พักไม่ได้แจ้งกับเวปไว้ และถ้าบุคแล้วไม่สามารถเปลี่ยนแปลงได้ การทำความสะอาดถ้านอนมากกว่า คืนต้องแจ้งที่เคาท์เตอร์ทุกวัน ถ้าไม่แจ้งจะไม่มีการทำความสะอาดให้ น้ำถ้าไม่ขอเพิ่มเองก้อจะไม่ได้เพิ่มในคืนถัดไป เราได้แค่รอบเดียว
594,8.0,ห้องพักใกล้ bts มี เซเว่นหน้าตึก หาของกินง่าย
595,9.2,เดินทางสะดวกบริการรวดเร็วดีมาก
596,5.6,พนักงานรอบดึก คือ แย่มากค่ะ พูดจาไม่มีมารยาท พูดกับลูกค้าแบบอย่างกับขอทาน น่าเกลียดมากค่ะ แต่ห้องพัก โดยรวมถือว่าโอเคค่ะ สมราคา
597,8.8,บริเวณรอบ มีร้านอาหาร มากมาย
598,8.0,ไม่คาดหวังมาก จากราคาไม่ถึงพัน ไว้นอนก็โอเค เดินทางสะดวก ด้านล่างมีเซเว่น อเมซอน แต่แอร์ไม่ค่อยเย็น โชคดีที่วันที่ไปพักฝนตก อากาศเย็น
599,8.8,ไม่ไกลป้ายรถเมล์ สามารถเดินไป bts ราชเทวีได้ สะดวก สะอาด ปลอดภัย มีของกินเยอะ
600,8.0,ตอนไป check in ประมาณตี พนักงานผู้ชายดูมีอายุ หน้าดุ หน่อย แต่คงไม่มีอะไร ตอน check out พนักงานน่ารักค่ะ ส่วนตอนเช้า เสียงแม่บ้านทำความสะอาดดังไป รบกวนค่ะ ทำเลดี อาหารแถวนั้นเพียบ อยู่ใกล้ รถไฟฟ้า แต่ต้องเดินสักนิด ออกกำลังกาย
601,8.0,ทำเลดี ติดถนนใหญ่ ไม่ไกลจาก bts ราชเทวี จองห้องพักและจ่ายเงินผ่าน agoda เรียบร้อยแล้ว แต่ตอนเช็คอินก็มีค่ามัดจำอีก บาท ได้คืน บริเวณใกล้ มีร้านค้าเยอะแยะมากมาย ห้องพักสะอาดและกว้าง มีระเบียง มีมุมโซฟาในห้องพัก คุ้มราคา แต่ผ้าขนหนูเก่าไปนิด
602,10.0,ข้อดี ใกล้แหล่งช้อปปิ้ง ไม่ห่างจากbts ราชเทวีมาก สามารถเดินไปได้ ข้างล่างตึกมีเซเว่น ซอยด้านข้างมีตลาด ข้อเสีย น้ำเปล่าในห้องตอนที่เข้าพัก ในตู้เย็นมีแค่ขวดเดียว ปกติเคยพักได้ขวด
603,6.8,ควรปรับปรุงประตู โดยเฉพาะช่องตาแมวที่ชำหรุดหลายห้องทำให้มองเข้ามาในห้องพักได้และ ไม่ปลอดภัยในการพัก พัดลมแอร์มีเสียงดังไม่สามารถนอนได้ การบริการลูกค้ายังไม่ดีเท่าที่ควรไม่สมกับราคาที่จ่ายไป ไม่ค่อยดูแลลูกค้า
604,6.8,โรงแรมอยู่ไม่ไกลจากบีทีเอสราชเทวี สามารถเดินไปได้ ห้องพักใหญ่ ข้อเสียคือแม่บ้านมีน้อย พักสองคืน แม่บ้านไม่มาทำความสะอาดให้วันที่สอง และโรงแรมอยู่ติดถนน อาจจะได้ยินเสียงรถรบกวนได้บ้าง
605,8.0,ทักทายด้วยมัดจำบาท แต่ท้ายที่สุดได้คืนจนหมด คุ้มค่า เพราะอยู่ใจกลางเมือง ราคาไม่แพง หาของกินง่าย ห้องกว้าง แต่ ยังมีที่ว่าง สำหรับการปรับปรุง โดยเฉพาะ ความสะอาด และ การซ่อม function พื้นฐาน ซึ่งเป็นการลงทุนที่ประหยัดและคุ้มค่าที่สุด จากสิ่งที่มีอยู่ โดยนำรายได้มา reinvest เช่น ก๊อกน้ำที่ปิดไม่สนิท ทำให้สิ้นเปลืองน้ำ และ ดูไม่ดี ในขณะที่ราคาค่าเปลี่ยนไม่แพงนัก หรือ สะดืออ่างที่โบ๋ มีจุกยาสีฟันตกในนั้น ก็น่าจะซื้อใหม่มาเปลี่ยน จากเงินรายได้ หรือ ที่กดชักโครก จริงอยู่ว่ายังกดได้ แต่มันเหลือแต่ก้าน พร้อมจะพัง และดูไม่ดี สามารถเปลี่ยนได้ในราคาไม่แพง หรือ ตะแกรงฝาท่อที่หายไป ที่ทำให้เรากลัวว่าอาจมีตัวอะไรผุดขึ้นมา สามารถซื้อมาแทนได้ในราคา บาท การลงทุนกับทรัพยากรที่มีอยู่แล้ว จากรายได้ที่ได้รับ จะเป็นการลงทุนที่คุ้มค่า ประหยัดที่สุด และให้ผลตอบแทนดีที่สุด ดีกว่าปล่อยทรุดโทรม แม้ในกรณีใกล้ครบสัญญาเช่า
606,10.0,บริการดีมากค่ะ ห้องตรงตามภาพที่ลงเลยค่ะ
607,9.6,ข้อเสีย แม่บ้าน ค่อนข้างจะเสียงดัง เสียงพูดคุยเสียงวางของเสียลากของเสียงเปิดปิดประตู รบกวนเวลาพักผ่อนของผู้พักอาศัย ควรประบปรุง
608,8.0,ที่พักใกล้กับbtsสะดวกแก่การเดินทาง หาของกินตอนกลางคืนง่ายเพราะมีร้านอาหารใกล้ และก็มีเซเว่นอยู่ข้างตึกที่พัก ห้องสะอาด พนักงานน่ารัก ข้อเสียคือแอร์ไม่เย็นค่ะ
609,6.0,ข้อดี ราคาถูก ทำเลไม่ไกลจากใจกลางเมือง ข้อเสีย ในห้องน้ำมีแค่สบู่กับผ้าเช็ดตัว ห้องค่อนข้างเก่า พนงไม่รู้จักห้องว่าง เปลี่ยนห้อง รอบเพราะห้องไม่ว่างเปิดห้องไม่ได้ ใช้เวลาเกือบครึ่ง ชมในการเช็คอิน ส่วนนึงเป็นผลจากการขอเตียงเสริม ถ้ามาคนเดียวและต้องการแค่พักนอนและไม่ต้องการสิ่งอำนวยความสะดวกมากนักก็นับว่าเป็นที่พักที่คุ้มค่า
610,6.4,ทีวี ไม่ชัด
611,8.4,ที่พักอยู่ใจกลางเมือง เดินทางสะดวก มีที่จอดรถแบบจำกัด หาของกินง่ายข้างล่างมีทั้งเซเว่นและamazon แต่ที่พักให้น้ำแค่หนเดียว ขวด พักหลายวันแต่ได้น้ำมาแค่ ขวด ไม่มีไดร์เป่าผม
612,8.0,ห้องใกล้บีทีเอส เดินทางสะดวกคุ้มกับราคา แต่ได้ยินเสียงรถวิ่งเวลากลางคืน แต่ถือว่ารับได้ ห้องใหญ่ดีค่ะ
613,5.2,ห้องพักใกล้ตลาดกลางคืนเสียงดังจากคนและรถตลอดทั้งคืน ประตูเก่ามาก
614,8.4,รวมโอเค ใกล้บีทีเอสเดินทางสะดวก
615,4.5,โรงแรมอยู่ติดสถานที่ท่องเที่ยวสะดวกในการต่อรถและสะดวกในการเดินไปหาอะไรทานอยู่ไม่ไกลจากถนนข้าวสารมากนักและพระบรมมหาราชวังคุณสามารถเดินไหว้พระได้ในบริเวณนี้และมีร้านข้าวต้มราคาถูกใกล้ใกล้โรงแรม
616,4.2,จองห้องdeluxe double room ห้องคืน ที่จอดรถพอเพียง มีบริการอาหารเช้าถ้าต้องการจ่ายเพิ่ม โรงแรมเก่าแต่มีสิ่งอำนวยความสะดวกครบถ้วนทั้งอ่างอาบน้ำตู้เย็นโซฟาทั้งที่เป็นห้องพักธรรมดาราคาถูกสุดในห้องมีเตียงนอนเตียงเล็กและใหญ่ โรงแรมมีสระว่ายน้ำด้วย การเช็คอินค่อนข้างใช้เวลา อาจเพราะมาพอดีบ่าย คนเช็คอินพร้อมกันมาก ต้องวางมัดจำเงินประกันห้องละบาท จะได้คืนเมื่อเช็คเอ้าท์ ค่าห้องคืนละจองผ่านtripcom จองห้องคืนเดียวมากับเพื่อน มาเพื่องานวิ่งatm คำขอพิเศษคือห้องชั้นสูงวิวสวยงาม ไม่ได้ดังขอเพราะได้ห้องชั้นเตี้ยสุด ได้ห้องวิวผนังอาคารจอดรถใกล้ถังน้ำมันสำรองกลัวaccident โรงแรม lobby กลิ่นแปลกจะดีกว่านี้มากถ้ามีการระบายอากาศดี และแสงสีภายในโรงแรมดี พนักงานโรงแรมธรรมดาคือบางโรงแรมกุลีกจอช่วยเหลือมาก โรงแรมนี้เฉยมีแอบทะเลาะกับลูกค้าด้วยแต่ลูกค้าก็โหดอยู่ ที่ตั้งโรงแรมดีมากเดินเที่ยวสะดวกไม่ไกลทั้งด้านศิลปะวัฒนธรรมด้านความบันเทิงอาหารความแปลกด้านคลองหลอด ถ้าชอบเดินmrtสามยอดสนามไชยก็เดินไปได้สบายและไปต่อได้อีกหลายที่ในกทมทั้งหมดนี้รวมในโรงแรมราคาถูกนี้ คุ้มค่าเงินมาก ปีหน้าจะมาวิ่งอีกแต่จะลองไปนอนที่อื่นบ้าง ชอบความหลากหลาย แสดงเพิ่มเติม
617,4.0,ทำเลสุดยอดแหละโรงแรมนี้ โรงแรมเก่าแก่ แต่เหมือนในห้องพักผ่านการปรับปรุงแล้ว ถ้าเปลี่ยนพรมทางเดินก็จะดีมาก
618,3.7,ทำเลดีมาก ใกล้สถานที่สำคัญมากมาย ทั้งพระบรมมหาราชวัง ศาลฎีกา วัดราชบพิธ ถนนข้าวสาร แม้จะเก่า แต่ห้องน่าพัก มีสระว่ายน้ำและห้องอาหารจีนน่าใช้บริการครับ
619,2.0,เป็นการนอนคืนที่สอง หลังจากคืนแรกเจอประสบการณ์อันเลวร้าย จำเป็นต้องแจ้งกับ reception ว่าไม่ไหวแล้วกับสิ่งที่ต้องเจอในคืนแรก คนเก่าแก่ก็ทำหน้าตาไม่อยากให้ย้าย แต่มีน้องผู้หญิงคนหนึ่งอายุน้อยที่สุดตรงนั้น แจ้งว่างั้นจะให้ย้ายหลังจากบ่ายสอง ซึ่งเราก็โอเค พร้อมแจ้งว่าเห็นในรีวิวมีห้องที่ไม่ได้ปูพรมในห้อง เราอยากได้ห้องแบบนั้นจะได้ไม่มีปัญหาเกี่ยวกับพรมที่มีกลิ่มอับอีก ผู้หญิงคนนั้นก็รับปากดูให้ เราก็กลับขึ้นไปเก็บของในห้องเดิม พอถึงเวลามีเจ้าหน้าที่ไปรับมาเปลี่ยนห้อง ได้ห้อง เราก็ใจชื้นนึกว่าจะต่างจากเดิม เพราะเลขห้องต่างกันเยอะ สรุป ทรงเดิมเลยจ้า แค่ย้ายฟากเป็นฝั่งสระน้ำ แต่ห้องนี้ดีขึ้นนิดหน่อยตรงกลิ่นพรมอับและห้องน้ำเหม็นน้อยลง แต่ยังคงเหม็นอยู่ ทั้งนี้ไม่แน่ใจว่าห้องที่อยู่ตึกข้างหน้า น่าจะดีกว่า ต้องจองพร้อมอาหารเช้าด้วยถึงจะได้ หรือไม่มีห้องที่ระดับเดียวกันกับที่จอง สรุปถ้าจำเป็นว่าต้องพักเพราะทำธุระสะดวก คิดว่าตัวเองอดทนกับสิ่งเลวร้ายที่อาจเกิดขึ้นกับคุณได้ ก็จองครับ แต่ถ้าหวังความสะดวกสบาย ในการเข้าพัก จง หนี ไป แสดงเพิ่มเติม
620,4.0,ทำเลดี ภายนอกโรงแรมดูเก่าเนื่องจากเป็นโรงแรมเก่าเลยดูเก่าไปบ้าง แต่ในห้องโอเคค่ะ เตียงนอนใหญ่มากนอนสบาย ความสะอาดโอเค พนักงานบริการดี จองไปห้อง คน ตอนเช็คอินมีเด็กไปด้วยทาง รร เปิดเป็นห้องใหญ่ให้ เตียงคิงไซต์เตีเดียว
621,4.7,ห้องสะอาด ทำเลที่ตั้งดีสถานที่ท่องเที่ยวเดินไปได้บริการพนักงานดีเยี่ยมเจ้าของโรงแรมดีเยี่ยมออกมาดูความเรียบร้อยเอง สรุปดีเวอร์ค่ะ
622,4.2,โรงแรมแห่งนี้มีทำเลดีมากเพราะว่าตั้งอยู่ใกล้ใกล้กับถนนข้าวสาร แหล่งที่เที่ยวกลางคืนในย่านนี้ สามารถเดินไปได้ โรงแรมราคาไม่แพง
623,4.2,ได้อยู่โซนชั้น วันนี้ได้ห้องแคบไปหน่อย ประตูห้องน้ำล็อคไม่ได้ แอร์เย็นมาก หมอนนอนวันนี้ดีคะไม่เก่ามากเตียงไม่ยวบ นอนสบายขึ้น ยังไปมาสะดวกเหมือนเดิม
624,3.0,ได้เข้าพักที่นี่เนื่องจากได้ดีลพิเศษจาก trip เหลือหลักร้อย เลยได้ไปลองเข้าพักที่นี่ เช็คอินประมาณ ทุ่ม บรรยากาศโดยรอบโรงแรมแถมนั้นดูไม่ดีเลย มีแต่คนจรนอนหน้าโรงแรม เข้ามาถึงหน้าเคาน์เตอร์มาเช็คอิน ก็มาการเก็บมัดจำ บาท เดินเข้ามาขึ้นลิฟต์ไปห้องตัวเอง บรรยากาศห้องดูเก่ามาก และที่ค่อนข้างรู้สึกไม่ดีเพราะมีฝุ่นเยอะไปหน่อย โรงแรมเก่า ดูวังเวงนิด และตอนเช้าไม่ได้ซื้อรวมอาหารเช้าไว้ก็ต้องมาจ่ายเงินสดหน้าทางเข้าห้องอาหารเอาเอง อาหารการกินมื้อเช้าก็ทั่วไป แต่มีซอสมะเขือเทศแบบซองที่เอาทาวางไว้มันหมดอายุแล้ว
625,4.5,โรงแรมอยู่ติดสถานที่ท่องเที่ยวสะดวกในการต่อรถและสะดวกในการเดินไปหาอะไรทานอยู่ไม่ไกลจากถนนข้าวสารมากนักและพระบรมมหาราชวังคุณสามารถเดินไหว้พระได้ในบริเวณนี้และมีร้านข้าวต้มราคาถูกใกล้ใกล้โรงแรม
626,4.2,จองห้องdeluxe double room ห้องคืน ที่จอดรถพอเพียง มีบริการอาหารเช้าถ้าต้องการจ่ายเพิ่ม โรงแรมเก่าแต่มีสิ่งอำนวยความสะดวกครบถ้วนทั้งอ่างอาบน้ำตู้เย็นโซฟาทั้งที่เป็นห้องพักธรรมดาราคาถูกสุดในห้องมีเตียงนอนเตียงเล็กและใหญ่ โรงแรมมีสระว่ายน้ำด้วย การเช็คอินค่อนข้างใช้เวลา อาจเพราะมาพอดีบ่าย คนเช็คอินพร้อมกันมาก ต้องวางมัดจำเงินประกันห้องละบาท จะได้คืนเมื่อเช็คเอ้าท์ ค่าห้องคืนละจองผ่านtripcom จองห้องคืนเดียวมากับเพื่อน มาเพื่องานวิ่งatm คำขอพิเศษคือห้องชั้นสูงวิวสวยงาม ไม่ได้ดังขอเพราะได้ห้องชั้นเตี้ยสุด ได้ห้องวิวผนังอาคารจอดรถใกล้ถังน้ำมันสำรองกลัวaccident โรงแรม lobby กลิ่นแปลกจะดีกว่านี้มากถ้ามีการระบายอากาศดี และแสงสีภายในโรงแรมดี พนักงานโรงแรมธรรมดาคือบางโรงแรมกุลีกจอช่วยเหลือมาก โรงแรมนี้เฉยมีแอบทะเลาะกับลูกค้าด้วยแต่ลูกค้าก็โหดอยู่ ที่ตั้งโรงแรมดีมากเดินเที่ยวสะดวกไม่ไกลทั้งด้านศิลปะวัฒนธรรมด้านความบันเทิงอาหารความแปลกด้านคลองหลอด ถ้าชอบเดินmrtสามยอดสนามไชยก็เดินไปได้สบายและไปต่อได้อีกหลายที่ในกทมทั้งหมดนี้รวมในโรงแรมราคาถูกนี้ คุ้มค่าเงินมาก ปีหน้าจะมาวิ่งอีกแต่จะลองไปนอนที่อื่นบ้าง ชอบความหลากหลาย แสดงเพิ่มเติม
627,4.0,ทำเลสุดยอดแหละโรงแรมนี้ โรงแรมเก่าแก่ แต่เหมือนในห้องพักผ่านการปรับปรุงแล้ว ถ้าเปลี่ยนพรมทางเดินก็จะดีมาก
628,3.7,ทำเลดีมาก ใกล้สถานที่สำคัญมากมาย ทั้งพระบรมมหาราชวัง ศาลฎีกา วัดราชบพิธ ถนนข้าวสาร แม้จะเก่า แต่ห้องน่าพัก มีสระว่ายน้ำและห้องอาหารจีนน่าใช้บริการครับ
629,2.0,เป็นการนอนคืนที่สอง หลังจากคืนแรกเจอประสบการณ์อันเลวร้าย จำเป็นต้องแจ้งกับ reception ว่าไม่ไหวแล้วกับสิ่งที่ต้องเจอในคืนแรก คนเก่าแก่ก็ทำหน้าตาไม่อยากให้ย้าย แต่มีน้องผู้หญิงคนหนึ่งอายุน้อยที่สุดตรงนั้น แจ้งว่างั้นจะให้ย้ายหลังจากบ่ายสอง ซึ่งเราก็โอเค พร้อมแจ้งว่าเห็นในรีวิวมีห้องที่ไม่ได้ปูพรมในห้อง เราอยากได้ห้องแบบนั้นจะได้ไม่มีปัญหาเกี่ยวกับพรมที่มีกลิ่มอับอีก ผู้หญิงคนนั้นก็รับปากดูให้ เราก็กลับขึ้นไปเก็บของในห้องเดิม พอถึงเวลามีเจ้าหน้าที่ไปรับมาเปลี่ยนห้อง ได้ห้อง เราก็ใจชื้นนึกว่าจะต่างจากเดิม เพราะเลขห้องต่างกันเยอะ สรุป ทรงเดิมเลยจ้า แค่ย้ายฟากเป็นฝั่งสระน้ำ แต่ห้องนี้ดีขึ้นนิดหน่อยตรงกลิ่นพรมอับและห้องน้ำเหม็นน้อยลง แต่ยังคงเหม็นอยู่ ทั้งนี้ไม่แน่ใจว่าห้องที่อยู่ตึกข้างหน้า น่าจะดีกว่า ต้องจองพร้อมอาหารเช้าด้วยถึงจะได้ หรือไม่มีห้องที่ระดับเดียวกันกับที่จอง สรุปถ้าจำเป็นว่าต้องพักเพราะทำธุระสะดวก คิดว่าตัวเองอดทนกับสิ่งเลวร้ายที่อาจเกิดขึ้นกับคุณได้ ก็จองครับ แต่ถ้าหวังความสะดวกสบาย ในการเข้าพัก จง หนี ไป แสดงเพิ่มเติม
630,4.0,ทำเลดี ภายนอกโรงแรมดูเก่าเนื่องจากเป็นโรงแรมเก่าเลยดูเก่าไปบ้าง แต่ในห้องโอเคค่ะ เตียงนอนใหญ่มากนอนสบาย ความสะอาดโอเค พนักงานบริการดี จองไปห้อง คน ตอนเช็คอินมีเด็กไปด้วยทาง รร เปิดเป็นห้องใหญ่ให้ เตียงคิงไซต์เตีเดียว
631,4.7,ห้องสะอาด ทำเลที่ตั้งดีสถานที่ท่องเที่ยวเดินไปได้บริการพนักงานดีเยี่ยมเจ้าของโรงแรมดีเยี่ยมออกมาดูความเรียบร้อยเอง สรุปดีเวอร์ค่ะ
632,4.2,โรงแรมแห่งนี้มีทำเลดีมากเพราะว่าตั้งอยู่ใกล้ใกล้กับถนนข้าวสาร แหล่งที่เที่ยวกลางคืนในย่านนี้ สามารถเดินไปได้ โรงแรมราคาไม่แพง
633,4.2,ได้อยู่โซนชั้น วันนี้ได้ห้องแคบไปหน่อย ประตูห้องน้ำล็อคไม่ได้ แอร์เย็นมาก หมอนนอนวันนี้ดีคะไม่เก่ามากเตียงไม่ยวบ นอนสบายขึ้น ยังไปมาสะดวกเหมือนเดิม
634,3.0,ได้เข้าพักที่นี่เนื่องจากได้ดีลพิเศษจาก trip เหลือหลักร้อย เลยได้ไปลองเข้าพักที่นี่ เช็คอินประมาณ ทุ่ม บรรยากาศโดยรอบโรงแรมแถมนั้นดูไม่ดีเลย มีแต่คนจรนอนหน้าโรงแรม เข้ามาถึงหน้าเคาน์เตอร์มาเช็คอิน ก็มาการเก็บมัดจำ บาท เดินเข้ามาขึ้นลิฟต์ไปห้องตัวเอง บรรยากาศห้องดูเก่ามาก และที่ค่อนข้างรู้สึกไม่ดีเพราะมีฝุ่นเยอะไปหน่อย โรงแรมเก่า ดูวังเวงนิด และตอนเช้าไม่ได้ซื้อรวมอาหารเช้าไว้ก็ต้องมาจ่ายเงินสดหน้าทางเข้าห้องอาหารเอาเอง อาหารการกินมื้อเช้าก็ทั่วไป แต่มีซอสมะเขือเทศแบบซองที่เอาทาวางไว้มันหมดอายุแล้ว
635,4.7,โรงแรมเก่าแต่ปรับปรุงใหม่ สะอาด กว้าง พนักงานดี มีคนช่วยยกกระเป๋า ห้องสะอาด ห้องน้ำใหม่ เตียงนุ่ม ไม่มีไดร์เป่าผม มัดจำคีการ์ด เงินสดเท่านั้น
636,5.0,ดีมาก รอบ เที่ยวได้ เดินไปไม่ไกลแต่ละที่ ห้องพักดีมาก เตียงนุ่ม นอนสบาย คุ้มค่าคุ้มราคา
637,5.0,เดินทางสะดวก ทำเลดี ห้องพักราคาไม่แพง มีwifiในห้อง มีอ่างอาบน้ำ น้ำไหลแรงมาก มีน้ำอุ่น แอร์เย็นมาก แม่บ้านทำความสะอาดให้บริการดี
